Item,Profit,Poids
5321,735,733
996,951,949
8727,933,931
5381,645,643
1779,240,240
7372,255,255
8270,669,669
5030,360,360
5604,300,298
6437,900,899
5909,87,86
1281,786,786
5416,885,885
4072,171,169
1796,399,397
3461,330,328
8031,366,364
1830,966,964
2172,999,999
312,255,253
709,882,880
6395,339,338
7938,558,557
513,561,561
9021,507,507
9411,531,530
807,378,376
5233,135,135
7612,534,532
9055,234,232
1795,924,923
8553,108,106
418,573,572
5667,306,305
7724,114,113
635,531,530
5717,723,722
1481,108,107
3233,54,53
337,228,227
1214,93,93
257,828,827
8958,558,556
3727,231,229
9628,453,452
5388,51,51
8325,231,231
8598,822,820
4419,285,283
8482,996,994
8178,93,92
801,201,200
4804,420,420
7362,447,445
3247,939,937
7106,27,25
922,210,209
5251,414,413
3043,573,573
2847,60,58
8828,771,770
4097,471,471
3543,954,953
4505,375,375
7360,624,622
6420,276,274
8138,240,240
7173,618,617
7485,579,578
2216,711,711
3782,888,888
8716,744,743
8009,582,580
9867,180,178
4216,12,10
4752,144,143
9541,645,644
8137,15,15
5091,126,126
3220,117,115
1955,789,788
5136,813,812
557,270,268
4167,192,190
3022,165,165
7583,435,435
9181,693,692
8440,282,281
5308,489,487
5614,639,637
1653,696,694
7512,330,328
6354,318,317
2999,759,758
8684,117,116
4507,612,610
304,99,97
2134,987,987
514,720,718
2743,480,478
5969,981,981
5237,765,763
4800,903,902
569,282,281
829,30,28
634,3,1
15,9,7
1185,3,1
