Item,Profit,Poids
9837,111,111
1999,99,99
7198,90,90
7698,843,842
7492,228,227
4159,867,866
7097,483,483
8614,732,731
1382,753,753
3177,513,513
3090,561,561
6739,720,718
6925,219,218
4092,537,536
2456,261,260
3186,138,138
3795,111,110
971,474,473
4090,315,314
9697,207,206
3160,201,200
1614,153,152
3002,579,578
5467,603,601
3174,897,896
5984,69,68
5104,165,163
1859,636,634
3190,30,29
7518,813,812
2502,852,850
8747,174,173
840,81,79
9810,108,107
8906,906,906
7162,381,380
9171,201,200
8335,636,634
2962,240,239
8338,300,298
4149,816,815
2525,990,988
9998,492,492
4817,327,327
5497,564,562
640,957,957
9044,600,598
5820,777,776
8803,48,48
4688,291,291
1199,39,37
2688,660,659
448,42,41
4715,216,215
6919,63,63
2718,279,277
5243,948,948
3006,372,370
690,36,36
7703,648,647
7091,618,616
3675,447,446
9499,540,539
550,798,798
6514,552,551
6970,180,180
8505,711,709
6540,606,606
221,834,833
7330,918,918
5397,711,710
6371,330,328
7011,48,48
9233,51,49
1224,18,16
5296,744,743
3232,342,341
6672,861,861
6286,996,995
6944,843,842
7771,375,373
4420,393,393
2840,924,923
196,27,25
5526,219,219
4436,372,370
4088,156,156
435,777,777
8790,717,715
6820,78,76
7820,423,421
4757,333,332
2355,588,588
8602,48,48
2197,651,650
5913,459,459
3153,36,36
4913,315,315
7134,300,298
9467,618,617
183,627,625
6308,720,720
4544,309,308
2886,222,221
9714,252,251
3106,198,196
9656,573,572
6836,333,332
6376,948,946
9673,30,30
5173,507,507
489,252,251
1002,6,4
1200,6,4
384,15,14
634,3,1
