Item,Profit,Poids
1441,189,187
1836,231,231
8701,342,342
7179,378,378
3120,768,766
8727,933,931
9158,294,293
4268,639,639
3377,945,944
7780,75,75
1010,315,313
7205,237,237
2323,102,102
2099,318,316
2609,285,283
1391,354,353
1059,345,344
6500,360,360
7233,129,127
8227,738,736
8288,282,280
8705,828,828
6869,813,811
8201,369,369
7873,723,721
5403,126,125
7822,423,422
3738,672,670
8996,633,632
3906,39,37
7289,501,499
4806,510,508
3432,426,426
9870,57,55
4423,978,978
8795,105,105
9293,765,765
8945,258,258
7978,192,192
105,921,919
4583,819,818
9578,366,366
2287,249,249
6238,591,591
4757,333,332
7746,258,257
9173,477,475
8702,714,713
301,348,347
770,261,259
8747,174,173
520,843,843
3146,993,993
6046,537,536
7419,579,577
2058,504,502
7552,342,341
5284,339,337
9314,888,887
3799,210,210
4963,54,54
1326,480,479
3840,672,672
1927,237,237
8102,600,599
6198,123,122
5622,606,606
9736,657,657
9806,366,364
1422,360,360
4937,240,238
6698,165,163
3192,558,556
8322,54,52
4405,417,416
1915,567,567
754,681,679
8391,675,675
6455,795,794
3461,330,328
2285,624,622
9139,87,86
312,255,253
8387,411,409
7481,87,87
2574,717,717
9559,387,387
2508,297,295
9046,399,399
5523,147,145
5634,129,129
6864,570,568
1227,834,833
7743,330,330
6668,336,335
3526,78,77
6617,609,608
8669,207,207
3101,96,96
461,54,52
6167,768,767
3823,435,435
4694,438,437
6003,654,652
5807,462,461
3502,996,995
4677,459,459
1262,294,293
9106,774,773
7006,417,416
9938,450,449
9155,87,85
152,408,406
634,3,1
137,21,20
154,33,31
1185,3,1
