Item,Profit,Poids
3054,57,56
9785,906,905
5468,744,742
90,684,682
3030,708,706
3821,369,368
3631,582,582
7454,711,709
3000,36,34
4870,732,730
809,33,32
8734,753,752
8178,93,92
7572,282,281
1654,93,91
9616,903,902
4435,345,345
9304,549,547
376,252,252
7889,474,473
1079,45,43
6018,669,668
2036,759,758
3617,90,88
2604,480,480
6310,876,874
2335,516,516
9982,999,998
8802,663,662
4688,291,291
4992,480,480
6774,492,491
4255,612,612
7513,942,942
582,216,215
7162,381,380
8729,387,385
1489,444,442
8130,96,96
7066,822,821
200,216,216
4916,558,558
6687,846,844
3034,438,436
95,501,500
4919,660,660
5311,195,193
9108,507,505
3806,414,413
1522,588,587
768,957,956
6175,207,206
9193,153,152
7852,336,336
4198,57,55
1003,774,772
8408,477,476
7648,234,234
7714,783,782
7172,504,502
221,834,833
240,84,82
3628,873,872
3174,897,896
3864,333,333
1541,9,7
1938,87,86
1170,828,827
7904,885,885
5949,786,785
3558,879,879
4497,276,276
3270,498,498
5102,498,497
4870,732,730
4270,825,824
5168,360,360
5062,153,151
4541,924,924
8243,621,620
9601,741,739
1044,939,939
8667,990,989
1088,912,912
3059,900,900
577,939,938
5582,42,40
3335,993,991
8527,906,905
6485,306,304
8285,120,120
5775,435,433
497,810,810
212,6,5
634,3,1
