Item,Profit,Poids
9486,696,694
5349,972,971
2389,711,709
6408,570,568
5018,195,193
1343,147,145
3841,858,858
9612,741,739
3587,144,142
5781,717,717
2551,510,508
2572,567,566
6617,609,608
6197,201,200
7025,999,999
3051,192,191
1518,165,163
379,21,20
9356,696,696
215,792,791
8624,237,235
8684,117,116
9965,153,151
6155,714,712
9904,294,293
8934,264,264
4714,39,37
69,246,244
2063,123,123
8595,840,840
4674,732,732
3068,213,213
4988,705,704
5519,624,622
8325,231,231
7988,492,490
525,804,803
9503,747,745
3363,936,936
2917,618,618
8345,978,978
1897,573,572
5045,966,966
831,651,649
1461,453,453
6648,45,43
5102,498,497
8645,705,705
4760,987,986
2275,966,965
6883,123,122
5049,675,673
9607,306,306
339,342,342
8010,138,136
8677,459,458
1860,567,565
5766,366,366
699,165,164
9292,966,964
4747,147,146
8375,108,106
7887,837,835
6485,306,304
9590,963,963
4161,180,180
3240,588,587
2263,429,429
6557,291,289
1283,849,847
9543,378,376
1006,270,270
9824,384,384
3530,645,643
2268,753,751
5280,429,427
8603,57,56
7633,30,28
1584,201,199
4628,519,517
3422,75,73
1708,726,726
7385,807,805
7144,558,556
3918,426,426
4526,69,68
1379,327,326
7283,237,236
2975,975,973
9510,84,84
273,108,108
4895,12,10
309,117,116
1630,372,370
5257,315,313
5647,951,951
4808,783,783
1020,465,465
5164,441,440
1562,807,805
3524,546,546
203,666,664
9267,285,283
1279,327,325
136,3,3
15,9,7
634,3,1
