Item,Profit,Poids
8710,525,523
4355,465,465
8294,174,173
7170,453,451
5352,846,846
6890,429,429
2346,594,594
7980,753,753
8271,546,545
3007,30,29
4390,888,887
6070,72,72
6718,12,10
673,93,91
9571,525,523
8843,195,193
6722,330,330
2151,228,228
9659,939,937
6570,648,646
1995,195,195
8548,606,606
322,147,145
8775,684,683
5499,228,226
426,96,94
289,963,963
4004,12,12
2572,567,566
8414,915,914
879,831,830
2962,240,239
770,261,259
9934,129,127
1580,15,15
9856,267,266
4922,546,544
4454,585,583
3928,651,649
8128,30,28
4765,834,834
1118,960,959
1296,714,713
6460,579,577
9006,771,771
5231,384,384
9903,279,277
8551,273,273
7832,960,959
4133,420,420
7933,393,392
4511,873,871
5383,123,121
3198,600,600
558,879,879
8746,21,19
3500,237,235
1175,771,771
3162,369,368
8713,303,301
360,768,766
2096,531,530
7854,498,498
9572,390,390
1741,162,162
3166,318,316
1233,432,430
8149,171,170
7852,336,336
9167,75,74
9138,765,764
1259,45,45
867,21,20
6058,285,284
9460,21,19
2336,903,902
4509,231,229
2910,144,142
3865,138,136
4404,753,753
3287,171,169
8419,51,49
959,597,596
9490,219,217
4840,324,324
6081,570,568
3755,306,306
5127,504,503
2373,990,988
3048,477,477
3350,789,789
8391,675,675
9782,108,107
5424,819,817
8435,99,99
134,930,930
3954,354,354
1464,648,646
6907,39,38
8398,267,265
6456,888,888
8980,120,119
1493,345,344
4723,756,756
2348,633,632
7276,312,310
2061,171,170
3848,564,564
936,645,645
3431,936,935
2341,57,55
14,600,598
136,3,3
634,3,1
1185,3,1
