Item,Profit,Poids
6519,855,855
5520,723,723
7821,177,177
4282,786,785
3072,774,773
8993,363,363
6077,390,389
8143,345,344
713,378,376
5400,507,507
6794,834,833
5280,429,427
8360,567,566
7634,270,270
5794,975,974
4139,168,168
8521,189,188
9312,132,131
5091,126,126
4545,492,490
7045,372,372
8928,600,600
2185,948,947
6709,381,379
2953,786,784
438,789,787
6030,192,192
4136,855,855
4505,375,375
4296,144,143
8151,744,744
245,189,187
2382,195,195
4355,465,465
5295,408,406
6416,150,149
4381,228,226
1123,774,773
628,150,149
1563,513,513
3064,216,215
9472,114,114
4250,705,703
5294,873,872
6627,174,173
3700,465,465
8775,684,683
7572,282,281
6234,15,15
2841,153,151
6278,249,248
9156,96,96
654,351,351
2473,213,212
5214,459,457
2763,933,932
4708,759,757
7771,375,373
2967,699,699
6828,522,520
9137,756,755
2749,831,830
8948,189,187
8068,990,988
2117,330,330
2621,183,182
215,792,791
6359,60,58
9310,555,555
6754,72,72
7003,999,998
4572,279,278
4544,309,308
2160,747,747
7134,300,298
2377,249,248
3847,243,243
669,738,738
6650,39,37
7506,789,789
4690,312,310
3733,462,460
8072,924,923
7437,51,50
1710,15,15
1190,381,380
7128,432,430
3129,756,754
9576,897,896
4609,930,930
981,477,475
1582,330,328
9806,366,364
7274,372,371
8119,99,98
5196,789,787
4315,96,94
3517,159,158
2340,627,625
9125,342,341
237,543,542
1575,714,714
2265,486,486
175,279,279
3656,603,602
7969,816,816
5510,111,109
40,489,487
15,9,7
1342,3,1
634,3,1
1185,3,1
361,9,7
1788,3,1
