Item,Profit,Poids
3727,231,229
723,96,94
4514,57,56
7448,240,239
2385,189,187
4880,549,548
7282,24,22
38,933,931
1147,534,534
7304,579,578
981,477,475
1481,108,107
8004,120,120
3775,723,721
5499,228,226
1103,276,274
6733,963,961
955,933,932
1868,831,829
1811,306,305
1136,630,630
8504,315,315
7435,444,444
7207,186,186
7324,432,432
2042,960,958
6191,747,745
5481,441,440
7,459,457
719,405,404
4778,363,363
943,627,626
5166,483,481
6735,672,670
4179,240,240
4688,291,291
5555,234,234
5579,984,984
5381,645,643
9414,408,408
1332,294,294
2227,972,971
8545,534,533
1997,786,784
9267,285,283
9696,402,400
8352,93,91
8652,921,921
410,513,512
6187,228,227
6937,477,476
7954,774,772
4587,177,175
1041,591,590
5774,270,269
3174,897,896
259,231,230
9409,303,303
745,216,216
2055,27,27
6856,942,942
4577,36,34
3459,279,278
4564,798,797
7517,345,345
1547,741,741
600,501,500
5689,756,756
9260,555,553
5951,291,290
6967,459,458
3950,429,428
6864,570,568
626,615,614
4704,18,18
3048,477,477
5578,492,491
263,291,291
4428,834,832
7123,339,338
4654,186,185
6783,129,129
8649,87,87
9980,45,43
6622,609,607
9578,366,366
6835,933,933
5987,516,515
7630,465,465
8256,489,487
5425,435,433
3695,663,663
2817,675,675
7735,927,925
1902,21,19
6570,648,646
3343,534,532
4040,903,903
1004,735,734
4557,333,331
6310,876,874
8481,720,718
8820,225,224
7870,558,558
532,186,184
1342,3,1
15,9,7
634,3,1
1185,3,1
736,12,10
1788,3,1
