Item,Profit,Poids
1089,378,377
7472,837,835
7089,114,114
2577,165,163
886,264,262
23,429,428
4009,366,365
5222,705,703
6160,39,37
3247,939,937
1734,393,393
3573,171,169
4661,777,777
5382,987,987
1280,804,804
2737,942,942
5671,774,774
8377,774,772
3805,156,156
3091,147,146
6868,477,475
9351,78,76
7578,735,734
1506,261,259
6948,132,130
6302,576,576
6009,102,100
381,348,347
2879,867,866
561,123,122
6941,513,511
3441,849,847
9361,741,739
6055,864,862
9610,21,21
6367,534,532
4418,990,989
3945,612,611
7586,825,825
3541,234,234
123,936,934
9487,714,713
5008,972,971
2180,231,230
7325,744,742
9848,810,810
2982,138,137
958,357,357
4200,570,569
2357,552,550
6879,168,166
9504,18,17
5331,348,346
6810,309,308
2210,153,151
3876,309,308
8797,453,453
900,765,765
1487,498,498
4753,846,846
4289,273,271
3105,492,491
1066,597,597
4012,219,219
5024,18,18
7184,135,133
7711,264,264
2163,411,411
6607,126,124
7363,873,872
3415,834,832
8358,705,705
1678,588,587
2584,318,316
6041,957,957
8341,594,592
6580,978,978
6733,963,961
1105,339,339
4508,69,68
8336,459,457
4124,357,356
5921,132,132
485,147,147
1219,534,532
7271,999,998
3776,489,487
7300,48,46
896,447,445
416,600,598
9382,57,56
759,840,839
6330,903,902
1235,768,767
19,996,994
8906,906,906
271,711,709
429,321,319
634,3,1
1185,3,1
1342,3,1
1788,3,1
