Item,Profit,Poids
1326,480,479
3338,951,950
3184,840,840
5407,273,272
7043,132,132
2013,711,711
2095,129,128
2472,687,686
4604,87,85
1361,795,795
4985,159,159
4328,642,642
4123,639,638
29,795,794
256,231,229
7903,915,914
4003,789,789
652,249,248
719,405,404
9946,177,176
4534,123,122
6014,921,921
4400,996,996
1474,663,663
7020,972,972
7289,501,499
1778,783,781
7481,87,87
5207,579,577
675,924,924
2160,747,747
5206,492,492
3586,771,771
8451,69,67
3652,330,328
7855,249,249
6284,981,979
552,174,173
1454,324,322
5817,765,763
2085,942,942
4847,99,97
6190,162,162
3098,768,768
8175,915,913
6912,159,157
4275,657,656
1789,750,749
7285,543,541
1096,51,51
5073,117,115
3729,870,869
1459,657,656
4426,228,227
3849,687,686
4027,963,963
6890,429,429
4348,306,306
6687,846,844
8995,312,310
6719,498,498
4742,276,274
1773,321,320
8993,363,363
546,720,720
1963,318,318
1621,960,958
7092,465,463
3679,420,418
9547,876,874
2127,813,812
3480,150,150
1577,477,477
7913,528,527
5844,990,989
1984,525,523
2023,990,989
9241,63,61
3051,192,191
4068,828,827
8331,846,844
5294,873,872
4006,435,433
8608,93,92
621,636,636
7998,849,849
8098,969,967
7264,351,349
6224,792,792
90,684,682
137,21,20
85,18,17
212,6,5
448,42,41
634,3,1
