Item,Profit,Poids
5352,846,846
9885,276,275
3885,849,849
7508,828,826
4827,81,80
5095,324,324
8774,948,947
5508,54,52
5075,534,533
8444,435,435
8085,213,211
5754,648,647
6478,846,845
4244,954,952
4706,282,281
7454,711,709
5642,678,678
8116,825,824
1350,846,844
62,315,314
3488,30,30
4699,282,282
5511,501,501
6129,795,794
4789,705,705
6403,99,98
6320,414,412
7565,567,565
3034,438,436
3195,381,381
8071,981,980
6908,390,388
7160,591,590
4309,606,604
3382,912,912
6039,381,380
5377,141,139
9425,963,961
7214,90,90
579,705,705
2064,948,946
2076,897,896
6509,888,888
4997,945,943
1702,96,96
4568,834,834
6985,255,253
788,141,141
1570,156,155
7323,198,198
206,774,772
1915,567,567
8655,699,697
1763,684,683
5841,690,688
777,537,536
4852,552,550
5927,132,130
4032,354,352
8681,87,86
8236,690,689
5178,888,886
4786,969,968
1016,636,635
7539,375,374
2692,927,927
7265,642,642
3027,426,424
1887,531,531
7389,735,735
9731,42,42
4436,372,370
1201,708,707
3949,420,418
8050,543,542
4054,144,144
8835,276,275
7985,360,360
4069,474,473
3783,879,878
6614,585,585
4925,420,419
8268,897,896
5237,765,763
8310,630,629
3789,417,417
302,720,719
5961,597,597
4220,309,308
3846,606,606
6325,105,104
342,366,364
736,12,10
634,3,1
637,24,22
1185,3,1
