Item,Profit,Poids
8237,171,169
5227,300,298
4348,306,306
2582,186,184
759,840,839
9548,30,29
5535,396,395
5543,240,240
4111,399,399
4310,672,671
1809,474,472
7264,351,349
4392,651,649
4351,93,93
573,732,730
3737,705,704
154,33,31
9214,486,486
5082,657,656
879,831,830
1557,444,443
2309,417,415
7629,885,883
5212,162,161
8416,756,755
7758,876,875
5254,837,836
1066,597,597
4800,903,902
6193,231,230
1011,159,159
5474,294,292
5348,834,834
1587,525,525
1409,177,175
3898,459,458
7286,651,651
952,735,735
2660,384,383
8602,48,48
5135,459,458
809,33,32
5051,108,107
294,570,569
2059,228,226
2944,900,899
4921,936,934
5344,123,122
9494,576,574
3283,807,805
3200,132,130
1236,171,170
3401,495,495
1470,462,462
1439,810,810
7289,501,499
6103,210,209
8126,726,726
9885,276,275
5871,849,847
3983,408,407
3249,318,316
7651,84,82
3282,876,874
5353,465,463
6742,210,208
3530,645,643
4643,804,804
6866,717,717
6473,807,805
5805,105,103
4907,762,762
312,255,253
81,891,891
6753,888,888
8841,477,475
890,450,449
5412,561,559
4097,471,471
3436,183,183
4933,957,957
6840,150,150
7038,237,235
9493,282,282
9427,270,268
6118,840,838
1776,759,757
1150,51,51
8747,174,173
7119,558,557
1634,762,760
988,978,976
1532,624,622
8874,939,939
9742,510,509
8157,915,914
7129,489,488
1176,681,680
1494,552,550
634,3,1
1185,3,1
