Item,Profit,Poids
5209,501,499
2857,609,607
5698,45,43
5858,510,508
5294,873,872
8571,834,833
9925,102,102
7356,861,860
6208,258,258
3079,846,845
5398,66,64
7698,843,842
4491,414,412
4357,918,916
4752,144,143
381,348,347
9259,204,204
7432,192,191
5836,282,281
421,726,725
1720,978,977
5527,648,647
5695,819,818
9761,729,727
544,165,165
2784,561,559
3816,114,112
4365,987,986
7669,606,605
2655,246,246
4727,576,574
9025,558,556
4624,555,555
9225,561,561
8438,636,634
7170,453,451
6568,750,749
7476,798,797
4761,681,681
1502,294,294
5187,501,500
6074,396,396
4420,393,393
8533,138,138
618,390,389
5820,777,776
3190,30,29
3396,768,766
3941,183,181
8963,90,88
111,537,537
1899,771,771
7954,774,772
7470,564,562
8466,330,328
5746,720,719
8911,135,133
2325,141,139
3904,417,415
4964,762,761
6494,255,253
773,273,272
5136,813,812
1699,849,849
6215,210,208
780,453,452
1179,633,632
3044,348,347
9118,453,452
8638,648,648
2756,678,678
6126,801,801
5265,306,306
8913,321,321
173,435,434
3563,300,298
3913,504,503
4039,78,78
1206,303,303
5355,477,475
6705,255,253
3086,549,547
3204,171,169
6124,936,936
387,981,980
1933,813,813
7888,363,361
1117,477,475
7431,732,731
1101,198,198
9945,594,592
7965,753,753
1405,18,16
5151,537,537
5206,492,492
9876,69,69
9519,804,803
4583,819,818
375,582,580
634,3,1
736,12,10
1185,3,1
1342,3,1
