Item,Profit,Poids
8637,918,916
5928,396,395
7128,432,430
12,360,359
7761,720,718
5162,999,997
7386,471,471
6570,648,646
3916,303,302
4921,936,934
9829,261,260
2349,756,755
4870,732,730
8641,510,508
3039,843,843
7276,312,310
365,426,425
8863,228,226
5461,663,663
3589,735,733
3399,522,521
9152,282,282
1905,690,689
1508,660,660
9928,639,638
2678,390,389
2931,426,424
1172,57,56
1130,147,147
3554,465,465
3358,477,475
6801,15,14
3113,831,830
6718,12,10
7256,879,879
1412,759,759
9295,828,827
3413,687,686
9538,282,280
1440,969,968
3508,864,862
4082,18,16
1028,507,507
5734,729,727
6091,129,129
8033,924,923
9198,981,979
2843,705,704
4448,597,596
4275,657,656
3219,345,345
756,363,361
2836,480,480
6057,123,123
312,255,253
865,723,723
5299,345,343
242,93,93
4425,654,654
9050,990,990
1699,849,849
673,93,91
1933,813,813
2001,738,738
8233,321,319
1030,258,256
6813,846,845
2108,69,67
5082,657,656
1739,42,42
819,39,38
8800,279,278
648,321,319
9448,375,373
4208,645,645
9078,843,842
7158,42,40
9144,501,501
93,387,385
8620,213,212
494,666,666
8125,345,345
4962,387,386
1245,219,219
8313,489,488
8138,240,240
291,459,458
5094,174,174
7833,198,197
3593,192,192
3082,696,694
3606,552,550
8101,858,858
8366,627,626
844,666,665
4295,216,215
3314,933,932
2159,399,398
167,591,591
1185,3,1
634,3,1
15,9,7
1342,3,1
