Item,Profit,Poids
7892,426,424
7372,255,255
8358,705,705
8534,378,376
1336,429,427
1221,348,347
7379,399,399
9338,906,904
2200,282,282
3633,936,936
3871,966,966
8328,570,569
3121,891,889
1417,261,261
976,219,218
3181,906,905
7038,237,235
3106,198,196
20,894,893
778,72,70
9315,627,626
5327,759,758
8851,195,195
7330,918,918
9916,435,433
2768,879,877
6125,816,815
3924,693,692
4630,843,843
1712,849,847
5612,510,508
2105,351,349
6398,297,297
8014,165,164
1319,822,822
9457,84,84
7643,138,138
6341,582,582
7320,603,603
9482,96,94
8660,636,634
1555,483,482
2740,72,71
6109,432,430
5560,183,181
1562,807,805
4765,834,834
4250,705,703
6761,831,829
9555,126,126
4958,372,371
6419,954,953
2374,999,999
6219,105,104
1335,423,423
8788,681,679
2510,987,987
6660,981,981
8973,330,330
4088,156,156
1687,705,705
3150,678,678
1175,771,771
1547,741,741
7243,330,330
7092,465,463
8395,270,269
220,675,675
2806,420,418
2310,618,617
4994,861,861
2355,588,588
1178,561,561
8905,435,435
6167,768,767
1785,309,309
281,240,239
9931,33,31
1701,150,148
7789,648,647
560,108,106
852,252,252
9227,375,373
5915,156,155
8898,564,563
8642,585,584
7393,198,197
6212,909,909
6128,288,288
1105,339,339
3300,780,779
1946,60,59
5978,834,832
6002,429,428
2402,732,731
285,411,410
85,18,17
693,15,13
829,30,28
634,3,1
