Item,Profit,Poids
1936,450,448
5748,318,316
1308,231,229
1080,78,76
7042,651,651
4639,996,995
5023,717,717
1243,204,203
278,285,284
5008,972,971
931,129,127
399,693,692
4992,480,480
1137,375,374
8721,15,13
3356,987,985
1579,720,718
8522,774,772
5152,267,265
5969,981,981
4336,927,925
5390,843,843
8594,234,232
3465,246,244
6259,912,910
9058,150,150
3449,921,919
5094,174,174
4009,366,365
1889,678,677
7074,684,684
7792,186,185
4756,123,123
3096,387,385
2216,711,711
8806,702,701
4244,954,952
2842,348,348
1448,765,763
7165,474,474
4822,207,206
4417,294,292
4268,639,639
9196,219,217
8233,321,319
5536,933,931
1586,177,177
1809,474,472
5569,921,921
2241,243,242
1531,279,277
5361,861,859
4120,261,259
7952,528,526
310,531,531
2078,195,193
3318,930,930
464,126,126
5691,630,630
7856,396,395
1140,408,406
9623,411,411
6422,285,285
2557,108,107
8132,870,869
7702,846,844
9911,585,584
5988,336,336
2838,36,34
3389,60,59
2509,444,444
2566,495,494
25,618,617
2242,786,786
2682,447,445
4995,27,27
690,36,36
7649,267,265
3238,876,875
2024,996,994
2207,270,268
9243,330,329
2075,417,415
7928,414,414
9126,423,422
8076,537,537
2972,831,831
8624,237,235
7723,666,664
91,306,306
603,45,44
4055,564,563
9691,27,25
2870,717,715
1404,222,220
6506,402,402
8439,693,693
346,315,313
1685,564,562
4762,474,472
3015,783,781
7206,615,615
159,333,331
1185,3,1
1002,6,4
634,3,1
736,12,10
1342,3,1
1788,3,1
