Item,Profit,Poids
1821,669,669
3204,171,169
2456,261,260
523,579,579
8801,237,237
6613,180,180
2661,681,679
547,804,802
6498,600,599
6330,903,902
3138,399,398
9172,633,633
1018,714,712
3985,567,567
1840,264,264
249,501,501
1194,606,605
6475,759,757
9915,153,153
5129,669,667
4044,864,862
4717,156,155
6197,201,200
9345,777,777
2037,543,542
9290,291,290
6112,507,506
8453,834,832
1115,630,629
9167,75,74
9787,957,956
1857,432,432
9913,489,488
6890,429,429
4875,84,84
7938,558,557
9222,150,149
1142,618,618
6061,966,964
9105,939,937
7516,747,747
7821,177,177
1530,519,519
8021,384,382
5755,960,960
874,498,496
9082,882,881
8466,330,328
8119,99,98
9991,795,794
7441,864,863
3176,999,997
1454,324,322
9443,552,550
3237,513,513
2726,735,735
3499,693,691
9494,576,574
8958,558,556
2256,651,649
9906,978,978
2839,594,594
7101,483,483
2169,408,408
8831,354,354
7503,456,455
5013,339,337
9301,954,953
3440,555,555
7686,960,959
5518,180,178
9075,330,328
9088,813,811
8187,951,951
9114,675,673
6940,429,427
4751,408,407
2171,423,421
7244,693,692
5736,216,214
1876,234,233
4561,996,995
9071,105,103
2339,309,308
271,711,709
8068,990,988
4204,429,429
5070,375,374
9929,186,186
9347,537,536
8990,372,371
818,201,199
676,18,16
196,27,25
634,3,1
