Item,Profit,Poids
3680,936,936
7450,822,821
3038,888,888
6572,804,804
9019,681,681
4018,477,475
468,753,752
6885,363,363
274,888,888
5284,339,337
2246,249,247
5714,768,767
3063,960,959
1451,816,815
2271,573,572
5996,237,236
9096,699,699
8114,129,127
4818,315,315
8668,864,863
1979,573,572
7157,663,662
1754,633,632
6834,300,299
4707,702,701
4137,105,105
5234,510,508
3975,618,616
4859,663,662
9246,264,263
8243,621,620
4579,36,36
7443,621,620
1270,825,823
8033,924,923
73,363,361
5141,576,574
8339,687,686
5233,135,135
3778,144,144
3002,579,578
7096,810,809
9647,267,266
3241,300,300
8010,138,136
7978,192,192
175,279,279
1420,378,377
3364,744,744
4501,402,400
6195,57,55
3946,165,164
8836,525,523
7283,237,236
6952,273,271
4581,513,511
8766,312,311
9268,450,449
5182,222,222
5953,417,417
7265,642,642
1879,372,371
869,645,644
2649,849,847
8458,207,206
5344,123,122
5729,927,926
4416,972,970
7676,909,908
5834,987,985
241,639,637
237,543,542
2673,294,292
5198,873,871
2451,105,105
8498,657,657
9845,213,213
6032,972,971
8266,900,898
7600,183,182
3348,675,674
7340,33,32
9774,894,892
8948,189,187
4689,36,36
5038,870,868
5691,630,630
4593,243,243
2229,630,628
3688,633,631
8501,981,979
4816,744,743
1744,933,933
603,45,44
196,27,25
1002,6,4
212,6,5
634,3,1
1013,27,25
1185,3,1
