Item,Profit,Poids
4239,396,394
784,57,57
6146,924,924
3525,960,959
7462,519,517
2207,270,268
933,567,566
5248,714,712
4020,291,291
7174,864,862
9646,105,103
4324,690,690
6937,477,476
8002,714,713
5533,105,103
8709,402,400
6279,672,672
3929,762,761
1486,888,886
7252,837,835
9739,738,738
1174,306,304
4598,774,772
1982,897,895
4515,870,868
4174,573,571
3598,396,394
7503,456,455
6655,861,859
3309,372,370
5998,807,805
5008,972,971
3681,171,169
5304,795,793
6019,405,404
5159,690,688
44,945,943
463,336,335
7311,345,344
7400,135,133
3406,1002,1000
9880,507,507
123,936,934
3999,579,577
533,978,978
7822,423,422
4137,105,105
224,918,916
1347,492,490
3801,498,496
6078,801,801
5405,990,988
3251,594,594
3931,141,139
1879,372,371
2346,594,594
6487,747,745
3606,552,550
6787,348,346
6819,105,104
3175,420,418
7478,654,654
9770,552,551
5221,843,843
5935,186,186
7120,360,359
8934,264,264
3531,198,197
8260,117,115
5829,396,394
4536,201,199
1163,657,656
8181,84,83
5136,813,812
7373,597,597
9121,771,769
5153,729,728
6754,72,72
5970,486,484
8826,75,73
7952,528,526
3577,261,259
1169,633,632
1787,864,863
5622,606,606
811,804,804
3523,348,346
6755,504,503
6349,477,477
8970,327,326
4130,120,119
76,687,686
1185,3,1
634,3,1
384,15,14
637,24,22
1342,3,1
