Item,Profit,Poids
370,90,89
6002,429,428
1810,726,726
3717,972,972
4892,615,615
2994,198,198
5138,291,291
4541,924,924
8390,420,420
2767,978,976
6959,600,600
7725,504,503
2307,336,335
7864,261,260
5871,849,847
8507,18,17
6649,276,275
8083,771,771
477,954,952
4351,93,93
999,570,568
8460,264,264
3079,846,845
6421,681,679
5509,183,182
6454,612,612
5291,183,182
7942,204,204
3098,768,768
5090,471,470
8669,207,207
4706,282,281
3996,990,989
2317,84,82
9744,744,743
4784,183,181
4436,372,370
5151,537,537
149,216,216
8501,981,979
5659,216,216
6437,900,899
6998,261,260
7821,177,177
9870,57,55
6022,336,335
4254,795,795
711,267,267
992,462,460
2674,672,672
9281,342,340
6496,579,577
4014,837,836
8583,9,9
824,372,372
5146,678,676
467,129,129
6332,513,513
9000,111,110
2469,411,411
1693,900,900
8561,693,693
8765,123,122
9063,747,747
1889,678,677
1926,393,393
8831,354,354
4429,39,39
5688,882,882
3053,252,251
2033,840,840
934,594,594
6662,870,868
587,681,679
3407,633,631
1454,324,322
5860,690,689
6302,576,576
2740,72,71
5461,663,663
9855,564,562
2241,243,242
9023,60,58
7707,264,263
367,684,683
21,633,633
7435,444,444
4918,726,726
260,834,832
9204,912,911
8942,126,124
4898,285,283
441,444,444
3653,276,276
9810,108,107
7992,774,773
9168,720,720
1519,123,121
4278,540,539
5658,606,605
7968,438,437
9212,492,491
327,270,269
634,3,1
1185,3,1
1342,3,1
