Item,Profit,Poids
9912,81,79
4416,972,970
1652,48,47
4689,36,36
2632,516,514
7088,414,412
4377,951,949
828,189,188
2250,150,149
4366,591,591
7927,435,433
7632,405,403
5256,756,754
980,342,342
5415,861,859
3168,588,586
2726,735,735
4998,267,267
947,363,361
970,489,487
4972,165,163
1854,108,106
1552,195,193
6409,912,912
1103,276,274
6674,858,857
333,81,80
217,861,859
1851,453,451
8396,333,332
6691,261,261
1835,657,657
9173,477,475
1478,480,478
8390,420,420
9830,213,213
8119,99,98
69,246,244
644,123,121
7594,660,658
5217,270,269
7257,543,541
9218,729,729
3226,789,789
2605,36,36
9171,201,200
1782,825,824
9915,153,153
4735,642,641
4072,171,169
6507,831,829
2772,183,182
2563,216,214
3435,357,356
5455,795,795
4031,597,597
6066,957,957
2158,198,197
6396,15,15
3567,957,957
7878,999,998
3901,630,630
8615,879,879
1599,483,481
6835,933,933
2116,618,616
823,801,799
9847,810,810
1476,564,564
1201,708,707
4654,186,185
9653,420,420
1749,744,742
7801,678,678
4408,180,180
4198,57,55
4280,150,148
8156,876,876
7038,237,235
3602,207,205
4897,234,233
8100,666,665
6240,453,451
9329,738,737
77,288,286
1631,882,882
8334,870,868
2194,333,332
547,804,802
4677,459,459
2652,633,633
5690,882,881
1107,402,400
5678,291,290
2557,108,107
406,642,640
7298,774,773
2700,57,56
4396,432,432
6948,132,130
4895,12,10
2574,717,717
9503,747,745
187,150,149
212,6,5
634,3,1
15,9,7
1185,3,1
