Item,Profit,Poids
2345,771,769
8109,108,108
1909,954,953
9966,357,357
2915,990,989
8980,120,119
2713,336,335
5330,909,908
1926,393,393
6067,132,130
6195,57,55
5340,612,610
6216,27,26
4002,45,43
5396,102,101
9266,12,10
5111,552,550
863,969,967
6901,447,447
4578,477,476
4023,294,293
8402,585,583
8040,531,531
54,642,641
948,432,431
4574,450,450
5698,45,43
4795,693,691
132,585,583
4291,294,294
8404,447,447
622,513,512
5668,123,121
1238,318,318
8083,771,771
5841,690,688
6590,27,27
466,585,583
4614,486,485
9116,15,13
1369,279,277
6923,633,632
8900,42,41
6628,579,577
9081,468,468
5438,795,795
635,531,530
1540,630,628
9988,855,855
7184,135,133
3746,369,368
3479,450,448
1892,381,379
8756,846,845
2744,192,191
5914,132,130
1744,933,933
8511,420,418
1370,651,651
1285,633,632
3574,987,987
5273,336,334
3671,765,765
7098,36,34
3959,318,317
8857,249,247
1541,9,7
8950,21,19
3551,111,109
3455,369,367
568,549,549
3992,84,83
6344,654,654
7845,366,366
1839,537,537
4733,24,22
4830,204,203
7710,891,889
4110,360,360
1941,159,158
9025,558,556
8202,78,78
9576,897,896
8556,138,136
7657,789,787
6503,423,422
2512,879,879
603,45,44
1228,192,190
7976,261,259
9348,102,100
8900,42,41
4428,834,832
2525,990,988
9467,618,617
7901,468,468
4872,582,580
5105,567,566
9081,468,468
9303,951,950
2827,522,521
5170,207,206
1209,936,934
2532,525,524
3248,855,854
7808,567,565
5257,315,313
2815,105,105
8736,276,275
1344,783,782
418,573,572
