Item,Profit,Poids
4250,705,703
2,507,506
9280,720,718
7158,42,40
3526,78,77
4769,327,325
3492,930,928
5663,402,400
6922,822,822
8610,789,788
2260,960,959
6871,678,676
6344,654,654
6949,36,36
4987,207,206
5342,897,895
1679,234,232
8162,393,391
1048,456,454
9179,513,511
658,873,871
7415,48,46
2871,831,829
1036,60,59
1512,666,664
7849,159,159
4508,69,68
8165,630,629
2792,741,740
5062,153,151
8769,390,389
5473,543,541
8867,507,505
3091,147,146
5438,795,795
8870,933,932
8401,738,737
4398,465,465
378,660,658
4597,702,702
3399,522,521
9744,744,743
1524,144,142
4966,801,799
3550,171,171
6047,153,153
4545,492,490
4070,126,126
4481,963,963
390,204,203
1136,630,630
9753,315,314
6980,750,749
3787,63,61
9231,27,26
2907,714,712
4273,816,816
2223,861,859
8096,780,778
401,219,218
6117,48,47
5527,648,647
1738,234,233
1204,90,89
349,309,308
1385,228,227
8916,621,621
3575,588,587
8579,915,913
1964,258,258
1834,24,24
1066,597,597
8948,189,187
5881,228,227
6492,717,716
9548,30,29
2539,582,580
3833,393,392
1897,573,572
3493,846,845
2999,759,758
4719,519,517
6959,600,600
888,513,511
9490,219,217
149,216,216
8505,711,709
3748,798,798
5233,135,135
5713,198,197
9676,861,861
781,36,35
2468,105,105
5073,117,115
940,300,298
1347,492,490
22,132,131
3994,945,943
886,264,262
2327,879,877
5828,600,599
9178,456,456
9718,462,460
7643,138,138
4058,702,702
509,177,175
1002,6,4
15,9,7
634,3,1
