Item,Profit,Poids
2847,60,58
518,663,663
4943,699,698
4563,405,404
1243,204,203
3456,594,594
4350,669,668
8562,411,409
9774,894,892
9194,414,412
1063,180,179
3109,99,97
70,849,849
2540,444,443
3039,843,843
4277,447,446
7076,363,362
2846,693,692
9998,492,492
7138,180,180
6889,228,228
7752,234,233
9924,381,380
8059,126,125
9887,744,743
428,84,82
5573,516,516
8042,285,284
4308,252,250
2,507,506
7572,282,281
5859,927,925
9326,186,185
2344,882,882
1783,936,935
3419,651,650
6279,672,672
3847,243,243
9017,420,419
5502,771,771
3828,684,684
4495,309,308
2911,48,47
7144,558,556
5085,708,708
9144,501,501
1414,207,207
4383,876,876
8993,363,363
7100,828,827
1101,198,198
7063,960,959
4840,324,324
5724,126,124
5569,921,921
2375,90,88
7851,384,384
1810,726,726
3093,885,884
4209,276,275
5359,942,940
5964,687,687
3251,594,594
9230,879,878
6318,873,873
7837,393,391
8401,738,737
9488,63,63
8760,684,683
1463,576,576
7074,684,684
1456,420,418
4098,630,630
5457,135,133
8952,156,156
6,237,237
5673,378,378
3421,849,849
3164,270,268
3892,327,325
2508,297,295
1834,24,24
9789,216,215
9047,513,513
5915,156,155
815,717,715
3162,369,368
5895,750,750
4158,126,124
4268,639,639
9999,903,902
259,231,230
5872,177,176
2798,75,73
1727,969,968
5263,582,580
3953,987,986
3052,936,935
1489,444,442
3305,354,352
4164,126,126
396,375,373
634,3,1
1185,3,1
