Item,Profit,Poids
6402,594,594
5495,399,399
7711,264,264
7738,606,605
811,804,804
8110,624,622
6409,912,912
3532,699,699
6866,717,717
2141,933,933
6435,480,478
4731,801,800
2877,162,160
4048,405,404
562,444,444
5791,519,518
7877,330,328
7453,456,456
5445,504,504
2765,540,538
7882,75,74
9990,267,267
2734,15,15
9528,339,337
6815,522,522
5341,93,91
637,24,22
1497,474,473
379,21,20
275,483,481
2242,786,786
4173,615,613
5881,228,227
3320,30,28
9783,222,220
8341,594,592
1107,402,400
608,663,663
9113,522,521
1938,87,86
2522,345,343
1639,660,658
6312,951,951
7548,483,481
9581,126,124
8318,597,596
465,132,130
1,96,94
1600,99,99
6832,255,255
231,765,764
4223,846,845
1471,861,860
4143,822,821
8087,444,443
6207,906,906
8882,654,653
7203,477,476
1531,279,277
5982,708,706
1853,162,162
3293,528,527
5973,876,876
2687,867,865
4124,357,356
338,30,30
7893,837,835
5139,402,400
9464,585,583
973,66,64
5227,300,298
86,474,472
4665,792,790
758,360,359
490,879,878
7949,852,850
4282,786,785
1947,255,253
5597,417,417
3,417,416
8993,363,363
211,918,917
829,30,28
7505,597,597
3334,318,316
6773,54,54
4509,231,229
3517,159,158
2584,318,316
178,576,574
4496,27,26
1630,372,370
5050,504,502
2668,186,185
5257,315,313
8763,582,581
7639,744,742
4939,588,586
2255,225,223
5151,537,537
7577,291,291
420,771,770
4599,387,386
2410,963,962
5059,285,283
4780,72,71
167,591,591
1185,3,1
634,3,1
15,9,7
1342,3,1
1788,3,1
