Item,Profit,Poids
3914,408,407
4704,18,18
5144,654,653
1537,264,263
242,93,93
7812,624,623
5691,630,630
113,153,153
2819,534,532
8050,543,542
4441,594,594
4323,696,694
1560,75,75
4005,48,47
8287,486,485
3978,111,109
9950,852,852
6192,774,773
1777,963,963
1906,777,776
6370,447,445
328,105,103
9703,573,571
1950,792,790
1550,897,897
3584,279,277
8663,483,481
3476,525,524
2024,996,994
188,54,52
4643,804,804
6262,426,426
3679,420,418
5380,891,889
1816,489,489
5521,822,820
1292,708,706
7568,687,685
2580,834,834
79,24,24
4038,21,19
8739,15,15
1696,147,145
8710,525,523
7669,606,605
7504,165,163
1512,666,664
6593,129,127
1705,21,19
9116,15,13
6325,105,104
2128,807,805
2716,144,143
7526,351,350
1442,792,791
6149,618,618
2207,270,268
9995,855,853
3331,168,168
264,666,665
8123,684,682
3147,483,483
8279,891,891
1672,504,503
9703,573,571
9015,633,632
9634,993,991
564,693,691
9632,687,687
3252,612,612
896,447,445
4788,171,170
1811,306,305
4148,852,851
8978,423,421
2598,150,149
6216,27,26
3632,657,657
2415,729,727
5944,666,665
5091,126,126
3512,987,985
8584,207,207
5024,18,18
2791,762,761
2101,381,381
8030,912,911
6318,873,873
3235,309,308
9756,108,107
8746,21,19
6372,897,897
8381,984,982
5569,921,921
5198,873,871
4577,36,34
5074,510,508
5204,984,984
7365,276,276
7118,288,287
102,99,97
634,3,1
384,15,14
1185,3,1
