Item,Profit,Poids
4118,714,713
9857,990,988
9761,729,727
9547,876,874
9810,108,107
8705,828,828
7666,81,81
1462,909,909
1816,489,489
33,909,908
5986,453,453
9070,864,863
8145,942,941
9077,651,651
4166,114,112
2038,690,689
6360,330,329
6495,183,182
9051,414,414
8308,591,591
7282,24,22
5125,669,668
2935,687,686
1932,201,199
1719,273,271
7871,993,993
8879,240,239
5237,765,763
1576,633,633
4228,126,124
1555,483,482
3688,633,631
4594,900,898
2381,537,536
2030,945,943
3163,327,325
4198,57,55
7702,846,844
2698,897,897
4660,177,176
9677,915,915
1465,114,114
5458,477,475
5951,291,290
5100,825,823
8992,138,136
6384,729,727
369,939,938
2671,825,825
3467,474,474
7393,198,197
8689,198,197
6874,858,858
7075,348,347
4678,750,749
1833,195,195
24,702,700
9795,240,239
823,801,799
6826,51,51
7812,624,623
8171,357,355
37,537,537
6450,504,503
6866,717,717
9750,255,255
8674,570,568
2108,69,67
3464,321,320
4537,900,898
9763,21,19
6543,738,736
5665,63,61
7520,348,348
4399,918,916
6121,759,757
4861,192,190
9749,564,562
8669,207,207
5066,129,127
4546,861,860
2391,855,853
6365,885,885
9476,111,110
1173,99,97
6024,981,980
8963,90,88
4999,570,569
490,879,878
4970,18,16
2797,708,708
9882,642,642
7160,591,590
6795,399,397
5014,81,81
810,462,460
85,18,17
676,18,16
634,3,1
