Item,Profit,Poids
8073,126,125
9444,489,487
9760,183,182
3624,393,393
8136,63,62
417,51,49
4432,27,25
4963,54,54
9832,438,437
2208,699,699
8092,168,166
9968,276,275
5802,801,799
2937,126,124
5136,813,812
6070,72,72
9282,882,880
6081,570,568
6827,555,555
5598,402,400
2891,273,271
1241,54,52
1419,399,399
3447,690,689
8875,318,318
4023,294,293
8049,876,875
6879,168,166
5264,912,911
507,510,510
9169,381,381
5380,891,889
9349,624,622
2365,726,725
4328,642,642
926,594,592
7710,891,889
4633,627,627
1518,165,163
5906,348,346
4834,570,569
3191,891,891
2935,687,686
6871,678,676
3752,234,233
2580,834,834
7249,957,957
5362,366,366
9756,108,107
2939,168,167
7567,333,331
118,531,529
5695,819,818
1345,849,848
6737,855,853
2829,867,866
2138,510,510
8039,390,390
1865,753,752
1019,411,410
4645,720,718
2589,543,543
5694,519,519
3324,690,688
7160,591,590
3229,945,943
5761,933,931
7669,606,605
496,435,433
9371,774,773
2741,681,679
8888,627,626
6590,27,27
1402,18,16
8348,879,878
2369,63,63
2903,87,86
3806,414,413
6400,30,29
3132,135,133
4964,762,761
8417,288,287
9103,363,362
5632,444,442
573,732,730
4721,981,981
4289,273,271
9122,180,178
8403,252,250
4764,726,724
9338,906,904
273,108,108
3547,531,531
9459,426,426
6178,855,853
7781,192,190
5483,33,31
2881,624,622
5870,315,315
1989,996,996
63,291,289
384,15,14
1342,3,1
212,6,5
634,3,1
1185,3,1
693,15,13
1788,3,1
