Item,Profit,Poids
7400,135,133
7242,780,778
9407,993,993
4877,732,730
9804,369,367
718,936,935
871,483,482
1176,681,680
4810,795,793
7136,198,197
3058,75,75
7082,450,448
989,255,253
7014,39,38
2821,408,406
1537,264,263
378,660,658
2499,426,425
2355,588,588
2767,978,976
6346,198,198
6757,171,171
5181,117,117
6790,891,889
2633,609,607
4650,147,147
9752,627,625
851,585,583
7336,570,570
1065,231,231
4383,876,876
5481,441,440
3640,294,294
6578,501,499
3287,171,169
3379,987,986
1528,984,982
4216,12,10
6454,612,612
2047,264,263
5731,276,274
8104,696,695
5019,609,608
9200,654,654
2239,930,928
8598,822,820
5522,597,597
2042,960,958
9087,726,724
9599,786,784
6102,525,523
250,477,477
9999,903,902
9245,276,275
2022,144,143
7850,105,103
9403,345,345
9141,402,401
2454,861,859
6231,15,13
8954,390,388
6774,492,491
7964,363,362
805,756,755
1216,159,158
1041,591,590
9961,120,118
9211,57,55
7223,528,526
914,303,301
3643,831,830
847,810,809
4499,711,710
8533,138,138
6431,711,709
4183,384,382
7143,135,134
5222,705,703
5839,81,79
2581,69,68
3141,681,681
5801,642,641
8335,636,634
9709,681,680
7077,450,448
1995,195,195
5165,687,686
966,219,217
1118,960,959
4417,294,292
5605,228,226
8312,27,25
6961,462,460
3716,924,922
8544,609,607
5792,582,580
1146,921,920
6825,318,316
5183,267,266
9231,27,26
8683,591,590
448,42,41
15,9,7
634,3,1
1185,3,1
