Item,Profit,Poids
3118,24,24
1405,18,16
3870,804,803
842,825,823
3791,780,778
2250,150,149
8008,957,957
2465,615,614
55,198,196
2782,240,238
8606,615,613
7502,972,970
9061,141,139
754,681,679
4918,726,726
1449,354,352
3216,885,885
3114,879,877
987,867,866
3691,963,961
73,363,361
7148,114,112
5898,96,94
3469,141,141
2226,330,328
5271,720,720
2435,87,85
5481,441,440
2926,531,531
9617,990,989
157,153,153
3426,480,478
3844,270,268
8572,780,780
1973,153,151
8711,447,447
3131,351,351
7136,198,197
1908,576,575
6154,144,142
4438,747,746
8571,834,833
5744,378,376
1279,327,325
7006,417,416
6509,888,888
4749,369,369
4651,303,303
5300,231,230
3065,330,328
346,315,313
1314,246,245
1025,765,764
7681,360,358
9151,429,429
3405,216,216
9130,336,336
3071,600,599
2399,438,437
6684,873,872
2247,189,188
423,216,214
4014,837,836
1942,945,944
4689,36,36
7628,405,404
5100,825,823
6308,720,720
8589,45,45
8616,582,581
1257,642,641
8125,345,345
9129,888,886
9502,276,274
7212,675,673
4711,843,841
40,489,487
301,348,347
9433,873,871
5542,630,628
8256,489,487
4851,381,380
1948,234,233
8943,978,977
867,21,20
6140,804,804
3062,459,458
3284,156,156
4957,696,696
8685,477,476
23,429,428
5771,918,916
2739,930,930
7811,627,627
1557,444,443
7313,795,795
9301,954,953
4887,75,73
770,261,259
634,3,1
15,9,7
1185,3,1
1342,3,1
