Item,Profit,Poids
3958,498,498
8094,39,37
6953,501,500
7443,621,620
8735,597,596
32,117,116
916,447,447
746,63,61
2791,762,761
2988,933,931
502,207,206
1019,411,410
6156,129,129
9738,294,294
5111,552,550
8851,195,195
5404,318,318
4411,588,586
532,186,184
7687,24,22
9836,771,771
8639,798,797
5326,525,523
5236,492,491
6814,639,639
8097,120,119
2618,177,175
2111,219,217
2000,444,443
6079,165,165
4545,492,490
454,237,235
3499,693,691
2327,879,877
2871,831,829
2913,567,567
7288,60,59
6812,18,17
3597,978,978
2689,831,831
134,930,930
8765,123,122
8729,387,385
3688,633,631
3979,441,439
7188,228,226
6471,582,580
8884,240,239
158,426,425
846,732,732
2723,471,469
1235,768,767
2644,960,959
5120,741,739
6600,384,382
7248,642,641
3131,351,351
2049,180,178
9923,747,746
752,699,697
8402,585,583
2808,579,577
5436,495,494
6708,330,330
2827,522,521
8736,276,275
1813,645,643
3385,156,154
5869,210,208
4457,645,645
4971,870,868
8830,42,41
3038,888,888
776,486,485
6730,504,502
898,891,889
5678,291,290
3207,159,157
4069,474,473
6751,393,391
8952,156,156
3077,192,190
9314,888,887
1619,354,353
4366,591,591
6215,210,208
5198,873,871
5201,543,541
5745,57,57
2440,138,137
6910,303,303
913,792,790
5746,720,719
5802,801,799
599,219,219
5900,129,129
4343,192,192
6759,285,284
7791,417,415
1239,690,690
683,441,441
3265,690,688
1341,735,735
6851,441,440
1325,327,327
1154,213,211
86,474,472
15,9,7
634,3,1
1002,6,4
1200,6,4
1185,3,1
361,9,7
1342,3,1
