Item,Profit,Poids
2536,837,835
5477,126,125
2692,927,927
9565,495,493
4245,54,52
4626,696,695
1878,978,976
8184,891,891
3785,168,166
7828,924,922
9706,594,594
8490,498,498
1997,786,784
3697,666,665
1148,453,453
9174,981,979
2089,396,394
4552,624,623
6173,21,21
1949,312,312
9797,639,638
6882,120,119
9372,549,548
3523,348,346
7765,141,139
5680,492,490
5339,873,873
487,909,909
5999,879,877
1391,354,353
567,171,171
6148,699,699
9542,177,176
8654,798,798
9254,558,558
4996,885,883
6297,168,167
6454,612,612
8285,120,120
8577,477,476
1579,720,718
425,45,45
5145,522,520
1645,432,432
5640,12,10
2643,549,548
1536,57,55
4372,585,584
365,426,425
1492,39,37
5672,762,760
4108,897,896
9484,270,268
8288,282,280
2626,918,918
8251,399,397
7708,558,558
9466,117,115
9020,222,222
1295,144,143
3560,120,119
5412,561,559
2232,864,864
1452,564,562
3935,363,363
2973,204,202
6891,828,828
7173,618,617
3504,795,795
9723,60,59
5387,306,305
6062,255,253
3298,654,652
878,522,522
1466,315,313
1829,456,454
5520,723,723
2967,699,699
8433,465,464
3764,321,321
8428,102,102
9173,477,475
1037,261,259
347,207,207
5639,780,779
9038,81,80
5044,876,876
8093,324,324
3200,132,130
7521,732,730
3492,930,928
7830,414,412
5625,495,493
2338,369,368
4541,924,924
4838,330,330
7700,495,493
8,816,815
6153,861,859
4572,279,278
810,462,460
634,3,1
736,12,10
1185,3,1
1342,3,1
