Item,Profit,Poids
3688,633,631
2538,528,526
4605,240,239
5114,729,728
4620,198,198
7433,729,728
7167,168,167
9159,870,868
377,207,207
2676,897,896
15,9,7
9272,636,634
6968,303,303
452,129,128
4,993,992
6741,444,442
4527,837,835
5676,1002,1000
880,93,91
6605,12,11
3184,840,840
7127,573,572
9470,489,489
6717,408,406
2932,441,440
3583,252,251
276,285,283
3314,933,932
4397,900,899
7720,696,696
5490,852,850
7776,861,859
2595,813,811
8742,204,203
5248,714,712
6235,762,760
8238,315,315
9923,747,746
6742,210,208
2446,630,629
2625,486,486
4853,375,373
7213,423,421
2071,651,650
1872,501,499
7016,273,271
6260,582,580
7737,240,239
2639,663,661
7188,228,226
9279,18,18
606,276,276
381,348,347
9820,999,997
8680,948,946
5876,312,311
301,348,347
8484,39,37
9421,342,341
9246,264,263
8619,576,575
2629,366,366
8160,48,48
8332,36,36
9524,705,704
4459,12,10
8271,546,545
5760,240,239
9579,624,622
7129,489,488
4642,69,69
1123,774,773
3559,102,100
6546,222,222
5427,264,264
9841,12,11
260,834,832
8573,444,442
9099,105,103
1932,201,199
4054,144,144
3039,843,843
2321,639,637
9221,777,775
4501,402,400
6754,72,72
9211,57,55
4938,111,111
5783,279,277
651,948,948
6817,996,994
658,873,871
2370,633,631
150,339,338
4093,192,192
967,219,219
802,327,327
5890,225,223
4655,549,548
3749,42,42
4881,210,210
4759,603,602
2637,219,218
4244,954,952
8082,996,996
6324,441,440
8131,6,5
239,759,757
634,3,1
