Item,Profit,Poids
8342,48,46
8237,171,169
9188,192,191
788,141,141
3700,465,465
9695,240,238
2741,681,679
5639,780,779
3201,501,499
7712,72,72
7570,609,607
5844,990,989
9914,165,163
7586,825,825
1187,852,851
7943,720,720
4605,240,239
8048,663,661
3818,339,337
2977,285,283
3650,678,677
2302,273,271
3254,987,986
9663,279,277
5221,843,843
9414,408,408
6407,651,650
3271,951,950
5454,147,145
2906,915,914
2624,300,298
6754,72,72
8383,273,273
6358,978,978
4914,123,123
6385,519,519
2514,27,25
5094,174,174
3014,216,216
7090,738,738
8680,948,946
7802,51,51
7343,642,642
6579,306,305
8333,657,657
4868,735,735
4855,708,708
7517,345,345
773,273,272
6625,495,495
7208,852,850
2933,384,382
4807,633,631
6475,759,757
6585,510,509
7582,480,478
4477,780,778
2788,798,796
3921,813,812
1690,492,490
5298,471,471
6105,489,487
7378,510,510
7236,600,600
2772,183,182
5571,540,539
9862,324,324
3127,546,545
732,24,22
4211,42,40
6060,501,499
7748,135,134
5853,90,88
4394,66,66
1116,801,799
3603,930,928
1012,207,205
718,936,935
3160,201,200
3243,747,747
2402,732,731
8006,399,399
6201,171,171
404,396,396
4087,168,167
2373,990,988
3784,288,287
4905,798,798
2964,498,497
2648,24,23
1523,99,98
8665,972,970
4380,258,256
6635,579,579
2757,231,229
9726,348,348
5386,456,454
601,822,820
8454,999,998
8072,924,923
795,657,656
137,21,20
85,18,17
292,21,19
634,3,1
1185,3,1
