profit,poids,Items selectionnes,Nombre generation,Nombre population,Nombre best,Probabilite crossover,Probabilite mutation,Type population initiale,Temps d'execution
970,970,174,350,150,9500,0.5,0.3,LOW,0.34407711029052734
970,970,8086,350,150,9000,0.5,0.3,LOW,0.30019593238830566
21457,22507,"3590,2568,9737,5007,1169,3478,4503,8479,3873,7336,3114,3244,2093,1326,4653,3117,8113,6142,3891,8760,1592,1985,2114,5573,583,6603,8397,3155,6741,1749,857,4314,8285,5599,3048,7410,8051,1525,6390,3194,6523,6782,6912",350,150,9500,0.5,0.3,MEDIUM,0.45977067947387695
42662,45112,"8195,3602,1554,5655,1562,2075,543,7712,7713,5158,5167,6196,1077,4150,3133,575,585,5197,7759,2642,2643,7770,5729,4196,8309,2169,9337,640,3206,4234,4238,9889,6826,3250,9401,1214,6854,715,4308,8922,2266,9948,3297,8421,4838,5863,237,7411,3318,1788,4860,6911,9991,9480,9482,1802,5901,4378,9005,2350,9524,6461,8513,2369,5454,7510,2390,9564,2400,9058,9068,8047,4976,8054,1944,9116,8605,5541,4012,2989,4526,4014,1460,4541,7613,2517,4582,6120,2546,1011,9718,3063,2551,4089",350,150,9500,0.5,0.3,HIGH,0.5076415538787842
42237,45121,"513,4618,8203,12,1039,1049,2079,5154,9767,5165,47,4670,9280,3650,7750,1094,4704,4707,2157,9335,9341,1670,8841,5258,7309,8334,9875,161,674,5286,2217,8366,9402,2750,2239,5830,5834,6860,3284,9947,8941,4848,6389,7946,9996,5925,3366,7985,323,6467,9541,9033,1358,4944,9558,3416,8549,7023,6005,4486,9094,1415,6535,6538,1932,9614,3474,7068,6562,1444,6057,2988,7090,8628,949,4533,6586,2496,3009,4036,7118,8661,1503,6624,484,2535,494,8176,2041,507",350,150,9000,0.5,0.3,HIGH,0.46276140213012695
21460,22328,"1,3330,8197,4741,1925,9738,3857,5269,4120,7321,2851,9380,8228,934,6054,4648,2860,7982,2095,6579,9272,8763,8893,1472,4929,7618,1986,6988,9548,5585,5587,601,4956,862,1379,7268,1257,4459,4462,8943,2801,4599,4472,6521,6778,2812,6014",350,150,9000,0.5,0.3,MEDIUM,0.4906880855560303
42299,45043,"9217,9227,4625,7190,4119,7715,7216,565,2105,4667,9790,2112,2116,6726,7242,89,7769,1137,3207,4748,5775,5272,4250,7325,7326,8863,8352,7849,3756,5814,1211,1744,1749,5855,5345,8418,8420,8933,6373,1773,9969,5877,8439,763,1290,9486,1311,6948,7973,3372,7989,7479,4416,1858,326,8007,2888,3919,6994,5460,8544,9569,8548,7014,6009,4991,4486,6544,7574,2971,1957,1958,937,8624,7604,4535,6584,6073,6074,3522,7620,1483,8661,1500,6621,2016,8677,5106,6651,5120",350,150,8500,0.5,0.3,HIGH,0.4946768283843994
970,970,8040,350,150,8500,0.5,0.3,LOW,0.314159631729126
970,970,1421,350,150,8000,0.5,0.3,LOW,0.33011674880981445
21481,22433,"2178,3973,5126,3213,5779,21,6421,9109,2710,3990,154,539,6300,9883,2328,1063,4264,6824,1324,4652,4145,6067,2812,9537,8390,2889,5453,6863,5073,4182,1110,2138,8539,8541,8546,234,7536,4721,5361,2035,369,119,5753,9467,6140",350,150,8500,0.5,0.3,MEDIUM,0.485701322555542
21588,22386,"3075,2693,646,9862,1033,6410,8073,908,4237,2704,2705,7954,4757,790,5528,930,4643,5668,5673,813,8237,7600,2482,2359,2104,4162,5318,9167,3034,8026,7258,1501,7263,1764,6373,7783,5608,235,4588,6382,3954,9843,4469,4217,2554,8699,2556,2815,7424",350,150,8000,0.5,0.3,MEDIUM,0.46575498580932617
42520,44984,"2051,9222,6150,2059,3604,8214,2071,4631,537,7195,4639,6176,1064,6184,2602,9773,2094,8749,8246,4679,4680,5706,3147,5716,4186,3178,6765,2677,9334,9340,9346,6792,6794,2699,4755,6814,8864,3746,1711,8367,4273,4278,702,8404,1249,1250,8937,3313,7926,7417,4864,9484,9997,6928,5395,4375,6431,5407,4385,1826,9509,7976,1328,9009,3909,329,5964,333,8538,369,4471,7545,2427,379,898,3468,8081,2450,3996,7588,7082,3499,7085,5551,6581,9143,9659,9674,4560,8149,7638,1501,3038,6117,7660,1521,1015,3067",350,150,8000,0.5,0.3,HIGH,0.5066447257995605
970,970,1927,350,150,7500,0.5,0.3,LOW,0.3231360912322998
