profit,poids,Items selectionnes,Nombre generation,Nombre population,Nombre best,Probabilite crossover,Probabilite mutation,Type population initiale,Temps d'execution
970,970,1494,260,135,8000,1.0,1.0,LOW,0.25531601905822754
42316,44934,"4611,5129,3083,5135,9743,4119,3099,2075,7197,2077,9761,45,9279,2114,8284,5726,110,8837,648,2186,9359,3731,1684,2195,8345,1196,7854,1714,9394,3264,9926,5325,1766,5870,7408,6906,9470,6409,267,6413,7444,8471,7962,1822,5421,6963,8503,3897,5958,839,9033,8022,860,8029,4444,5984,5997,1904,5493,4474,7039,6019,2439,5015,3994,943,7089,6577,435,8116,5042,5074,4567,2009,8160,9187,3556,7653,8171,5103,4596,8183,5630,4095",260,135,8000,1.0,1.0,HIGH,0.32512903213500977
970,970,7327,260,135,8000,1.0,0.9,LOW,0.28324246406555176
21450,22472,"5123,4238,2062,2197,5014,8982,2840,9502,1694,3617,7333,422,7847,4521,939,5932,1456,2224,436,3774,3264,2372,2373,200,73,1739,971,1868,7116,1487,7123,4436,8027,1885,6752,8295,9960,8810,8044,3308,1267,9205,3062,2040,4221,2943",260,135,8000,1.0,1.0,MEDIUM,0.3730025291442871
21215,22461,"1539,387,3974,7436,1935,6162,5395,3485,2846,9630,9726,4515,9764,8614,7721,1577,8875,2857,7348,6837,7605,4535,5950,2880,195,2372,1605,4166,1862,71,8266,971,4429,6349,2896,4058,8923,2657,8162,9058,4965,3050,4848,6004,3061,1529,6266,1403,4476,894",260,135,8000,1.0,0.9,MEDIUM,0.37699151039123535
42703,44929,"7176,9229,535,5656,8217,5657,1052,1053,2606,1084,2123,5207,4710,9836,1648,640,1672,1687,9368,6297,7836,5279,5280,5286,8378,2237,1213,9415,1739,9425,727,3293,8419,6887,2292,3831,6905,9985,4867,782,2833,5406,288,7462,4396,1325,1839,9009,1849,5956,4421,3912,5457,3922,8536,8039,2921,4974,381,7043,3971,905,5002,8085,8086,919,4503,2972,9117,8607,4001,419,5032,8107,6573,7087,1455,433,1461,2997,6072,9145,4539,6085,5578,6091,465,466,9175,1498,481,6114,3051,9728",260,135,8000,1.0,0.9,HIGH,0.40790843963623047
42368,45000,"7176,1033,3597,4109,8208,8209,3618,9783,6714,5696,5705,4191,4192,6759,7284,3194,6269,8320,642,3206,3734,8856,8345,4762,4251,8862,2722,2213,8370,6324,9917,6346,1232,8913,1234,3291,8923,5856,9955,5352,1769,7407,6390,1783,4854,2303,4864,7938,772,10000,1811,7451,6430,2851,292,2349,4912,6974,842,3421,9567,6497,4450,4451,1399,6522,1916,3970,393,906,8594,3475,6048,8610,8622,6065,1461,3509,440,3004,4028,4545,1473,8130,7117,4047,9170,4063,2559",260,135,8000,1.0,0.8,HIGH,0.41489076614379883
970,970,4319,260,135,8000,1.0,0.8,LOW,0.24235153198242188
21287,22239,"7937,3202,2182,5259,5387,4118,4632,4377,7195,5756,1188,9127,3624,2472,424,6952,3632,817,5810,3894,9910,3002,8125,8766,1226,2123,8780,6737,7122,1617,4948,3412,9303,3801,8668,1124,4839,2155,7915,7151,751,2673,9461,2297,1916,4479",260,135,8000,1.0,0.8,MEDIUM,0.3560466766357422
970,970,8215,260,135,8000,1.0,0.7,LOW,0.26927971839904785
