profit,poids,Items selectionnes,Nombre generation,Nombre population,Nombre best,Probabilite crossover,Probabilite mutation,Type population initiale,Temps d'execution
993,992,4,260,135,800,1.0,0.9,LOW,0.1466066837310791
999,998,216,260,135,800,1.0,1.0,LOW,0.16755127906799316
2400,2394,"1,899,967,778,683,652,111",260,135,800,1.0,1.0,MEDIUM,0.19447898864746094
4830,4815,"7,199,617,873,76,332,560,341,22,920,507,637,576",260,135,800,1.0,0.8,HIGH,0.19747138023376465
4812,4807,"745,156,174,943,238,412,442,380,125,670",260,135,800,1.0,1.0,HIGH,0.2184154987335205
4821,4814,"261,427,811,13,749,975,817,959,597,735",260,135,800,1.0,0.9,HIGH,0.22838878631591797
2409,2400,"936,747,784,500,55,666,284,767",260,135,800,1.0,0.9,MEDIUM,0.22738981246948242
981,980,315,260,135,800,1.0,0.8,LOW,0.15558362007141113
2415,2405,"676,1000,528,560,853,383",260,135,800,1.0,0.8,MEDIUM,0.1825120449066162
4818,4809,"68,583,903,42,395,76,236,14,335,182,888",260,135,800,1.0,0.7,HIGH,0.1765272617340088
999,997,565,260,135,800,1.0,0.7,LOW,0.16256475448608398
2406,2397,"705,202,45,534,342,731",260,135,800,1.0,0.6,MEDIUM,0.16655445098876953
2409,2405,"642,803,645,465,530,731",260,135,800,1.0,0.7,MEDIUM,0.1964740753173828
4821,4814,"773,358,169,969,588,748,919,124",260,135,800,1.0,0.6,HIGH,0.19946599006652832
999,997,31,260,135,800,1.0,0.6,LOW,0.15658092498779297
981,980,315,260,135,800,1.0,0.5,LOW,0.1356372833251953
4818,4806,"34,711,396,144,241,818,177,949,318",260,135,800,1.0,0.5,HIGH,0.17253828048706055
2412,2405,"1,802,894,49,62,864",260,135,800,1.0,0.5,MEDIUM,0.16156816482543945
999,997,31,260,135,800,1.0,0.4,LOW,0.12765836715698242
4824,4808,"548,133,7,679,43,973,564,117,438,477",260,135,800,1.0,0.4,HIGH,0.18051719665527344
2412,2407,"67,739,843,560,285",260,135,800,1.0,0.4,MEDIUM,0.1984691619873047
993,992,99,260,135,800,1.0,0.3,LOW,0.12067723274230957
4821,4814,"709,136,680,555,269,80,273,530,373,313,794,158",260,135,800,1.0,0.3,HIGH,0.20545005798339844
4824,4813,"709,135,331,429,47,656,80,371,597,570",260,135,800,1.0,0.2,HIGH,0.1545867919921875
2406,2399,"2,709,977,849,985",260,135,800,1.0,0.3,MEDIUM,0.19747161865234375
2406,2399,"879,303,338,563,90,798",260,135,800,1.0,0.2,MEDIUM,0.17852234840393066
999,998,216,260,135,800,1.0,0.2,LOW,0.15658116340637207
4821,4813,"38,971,718,686,405,406,215",260,135,800,1.0,0.1,HIGH,0.18563604354858398
2421,2407,"676,807,45,206,303,949,213,87",260,135,800,1.0,0.1,MEDIUM,0.15770959854125977
969,967,863,260,135,800,1.0,0.1,LOW,0.136796236038208
4824,4813,"549,167,105,937,396,301,462,212,345,219",260,135,800,0.9,1.0,HIGH,0.18965506553649902
2409,2405,"625,963,488,56",260,135,800,0.9,1.0,MEDIUM,0.17273879051208496
999,997,31,260,135,800,0.9,1.0,LOW,0.14182162284851074
999,998,733,260,135,800,0.9,0.9,LOW,0.11675596237182617
4824,4810,"769,98,708,901,424,201,171,653,15,335,723,888,154",260,135,800,0.9,0.9,HIGH,0.19475746154785156
2409,2403,"967,429,80,375,411,928",260,135,800,0.9,0.9,MEDIUM,0.18468689918518066
4833,4814,"100,612,425,555,367,945,275,693,694,471,85,758,796,381,606,448",260,135,800,0.9,0.8,HIGH,0.18964385986328125
999,998,216,260,135,800,0.9,0.8,LOW,0.1458437442779541
2409,2405,"197,619,140,175,54",260,135,800,0.9,0.8,MEDIUM,0.16983985900878906
4827,4815,"865,35,132,519,72,521,207,976,213,406,950",260,135,800,0.9,0.7,HIGH,0.19373750686645508
2409,2406,"964,878,976,251,703",260,135,800,0.9,0.7,MEDIUM,0.17079925537109375
960,958,884,260,135,800,0.9,0.7,LOW,0.15877699851989746
4830,4813,"196,517,423,967,139,716,627,820,595,632,187,700,637,126",260,135,800,0.9,0.6,HIGH,0.15176153182983398
981,980,315,260,135,800,0.9,0.6,LOW,0.1317758560180664
2418,2407,"972,365,944,914,505,827,444",260,135,800,0.9,0.6,MEDIUM,0.1987617015838623
978,976,825,260,135,800,0.9,0.5,LOW,0.13376832008361816
4821,4812,"647,938,494,754,128,606,383,640",260,135,800,0.9,0.5,HIGH,0.18671607971191406
2400,2394,"929,422,200,569,46,153,480",260,135,800,0.9,0.5,MEDIUM,0.18874549865722656
4818,4805,"100,330,971,141,304,407,346,283,733,223,573",260,135,800,0.9,0.4,HIGH,0.18173980712890625
999,997,31,260,135,800,0.9,0.4,LOW,0.13481712341308594
2412,2405,"420,549,969,111,624,693",260,135,800,0.9,0.4,MEDIUM,0.19878220558166504
993,992,99,260,135,800,0.9,0.3,LOW,0.15570569038391113
4818,4810,"331,879,242,628,215,88,25,92,382,127",260,135,800,0.9,0.3,HIGH,0.1967449188232422
2412,2406,"206,655,15,217,91,572",260,135,800,0.9,0.3,MEDIUM,0.2047591209411621
999,997,31,260,135,800,0.9,0.2,LOW,0.1628870964050293
4824,4806,"588,77,364,783,560,752,626,885,982,855,790,732,928",260,135,800,0.9,0.2,HIGH,0.20891642570495605
2412,2406,"825,554,836,492",260,135,800,0.9,0.2,MEDIUM,0.20093727111816406
4824,4809,"229,806,7,1000,361,77,302,143,182",260,135,800,0.9,0.1,HIGH,0.19912433624267578
999,998,733,260,135,800,0.9,0.1,LOW,0.16018438339233398
2412,2405,"514,389,873,396,405",260,135,800,0.9,0.1,MEDIUM,0.19118547439575195
4812,4807,"676,156,975,305,657,313,858,412,286",260,135,800,0.8,1.0,HIGH,0.20824337005615234
993,992,4,260,135,800,0.8,1.0,LOW,0.1641991138458252
2412,2406,"229,742,301,914,316,574",260,135,800,0.8,1.0,MEDIUM,0.2161250114440918
4824,4809,"770,5,40,940,951,632,26,280,62",260,135,800,0.8,0.9,HIGH,0.20810866355895996
2412,2406,"986,299,542,514",260,135,800,0.8,0.9,MEDIUM,0.19890809059143066
999,998,216,260,135,800,0.8,0.9,LOW,0.16695380210876465
4821,4808,"778,110,220,401,562,852,726,760,635,188,29,990",260,135,800,0.8,0.8,HIGH,0.21024107933044434
981,980,806,260,135,800,0.8,0.8,LOW,0.16607403755187988
2409,2403,"193,37,721,754,372,252,991",260,135,800,0.8,0.8,MEDIUM,0.19305038452148438
4827,4815,"705,676,7,583,553,808,592,948,821,502,533,281,701",260,135,800,0.8,0.7,HIGH,0.21033525466918945
2412,2405,"105,881,980,981,726,861",260,135,800,0.8,0.7,MEDIUM,0.20535659790039062
993,992,4,260,135,800,0.8,0.7,LOW,0.17746305465698242
4830,4815,"225,647,12,270,211,564,569,666,187,29,414",260,135,800,0.8,0.6,HIGH,0.20444774627685547
999,997,565,260,135,800,0.8,0.6,LOW,0.15413570404052734
2412,2407,"705,514,974,352",260,135,800,0.8,0.6,MEDIUM,0.21637678146362305
4809,4798,"321,133,73,562,787,276,181,118,122",260,135,800,0.8,0.5,HIGH,0.20536255836486816
999,997,565,260,135,800,0.8,0.5,LOW,0.15802264213562012
2409,2402,"337,704,898,72",260,135,800,0.8,0.5,MEDIUM,0.2089378833770752
993,992,4,260,135,800,0.8,0.4,LOW,0.15095949172973633
4821,4807,"324,933,137,203,173,882,499,244,438,919,443,188",260,135,800,0.8,0.4,HIGH,0.21279430389404297
2406,2402,"199,75,205,53,982,285",260,135,800,0.8,0.4,MEDIUM,0.19883179664611816
2412,2404,"828,966,543,744,909,316,607",260,135,800,0.8,0.3,MEDIUM,0.16256499290466309
4827,4815,"609,354,513,705,606,368,404,886,414,831",260,135,800,0.8,0.3,HIGH,0.18949294090270996
999,998,733,260,135,800,0.8,0.3,LOW,0.1515946388244629
972,972,247,260,135,800,0.8,0.2,LOW,0.13862895965576172
2421,2407,"359,10,848,240,244,693,982,896,160",260,135,800,0.8,0.2,MEDIUM,0.15658068656921387
4824,4815,"69,454,934,200,537,876,782,977,662,665",260,135,800,0.8,0.2,HIGH,0.20245862007141113
4824,4814,"901,198,565,90,988,768",260,135,800,0.8,0.1,HIGH,0.17154192924499512
993,993,186,260,135,800,0.8,0.1,LOW,0.15259194374084473
2412,2407,"551,877,751,700,509,192",260,135,800,0.8,0.1,MEDIUM,0.18550372123718262
4830,4815,"422,454,893,684,79,528,113,559,663,279,858,603,188,637,64",260,135,800,0.7,1.0,HIGH,0.19747138023376465
999,997,31,260,135,800,0.7,1.0,LOW,0.15558409690856934
2412,2406,"322,994,968,211,660",260,135,800,0.7,1.0,MEDIUM,0.19547700881958008
999,997,565,260,135,800,0.7,0.9,LOW,0.11768531799316406
4821,4808,"421,646,359,272,496,280,985,160",260,135,800,0.7,0.9,HIGH,0.20545125007629395
2409,2403,"902,167,529,628,86",260,135,800,0.7,0.9,MEDIUM,0.19747161865234375
4830,4812,"998,903,424,614,557,974,397,432,499,119,663,154,509",260,135,800,0.7,0.8,HIGH,0.1765279769897461
999,998,733,260,135,800,0.7,0.8,LOW,0.13862919807434082
2406,2403,"293,392,649,627,794",260,135,800,0.7,0.8,MEDIUM,0.19946622848510742
2415,2405,"514,307,342,86,160",260,135,800,0.7,0.7,MEDIUM,0.1326451301574707
4830,4814,"771,100,460,972,655,303,690,885,758,665,282,188",260,135,800,0.7,0.7,HIGH,0.19547700881958008
999,998,733,260,135,800,0.7,0.7,LOW,0.14261841773986816
984,984,697,260,135,800,0.7,0.6,LOW,0.13962626457214355
4824,4800,"835,648,360,907,15,720,16,624,404,55,887,637,926",260,135,800,0.7,0.6,HIGH,0.20345664024353027
2397,2391,"521,941,206,846,309,726",260,135,800,0.7,0.6,MEDIUM,0.19049072265625
2412,2405,"836,976,982,696,954,669",260,135,800,0.7,0.5,MEDIUM,0.19148802757263184
4827,4815,"994,709,10,783,661,342,54,23,630,149,982,96",260,135,800,0.7,0.5,HIGH,0.20943927764892578
981,981,638,260,135,800,0.7,0.5,LOW,0.16755199432373047
4821,4814,"97,424,844,622,366,881,146,727",260,135,800,0.7,0.4,HIGH,0.18051743507385254
999,997,31,260,135,800,0.7,0.4,LOW,0.15658116340637207
2412,2406,"18,59,198,546",260,135,800,0.7,0.4,MEDIUM,0.20644736289978027
4812,4799,"866,335,305,369,151,248,473,827,478,928",260,135,800,0.7,0.3,HIGH,0.20545053482055664
999,998,733,260,135,800,0.7,0.3,LOW,0.1655571460723877
2409,2402,"70,72,461,814,501,213",260,135,800,0.7,0.3,MEDIUM,0.20345520973205566
4821,4813,"769,292,967,140,13,110,141,305,446",260,135,800,0.7,0.2,HIGH,0.21442651748657227
2415,2406,"490,76,716,781,112,628,309",260,135,800,0.7,0.2,MEDIUM,0.19946694374084473
996,994,19,260,135,800,0.7,0.2,LOW,0.16954708099365234
4818,4804,"964,678,967,935,998,778,46,686,465,689,85,663,668,319",260,135,800,0.7,0.1,HIGH,0.19447970390319824
999,998,216,260,135,800,0.7,0.1,LOW,0.15358901023864746
2406,2398,"72,364,365,397,594,308",260,135,800,0.7,0.1,MEDIUM,0.20046329498291016
999,998,733,260,135,800,0.6,1.0,LOW,0.1605701446533203
4824,4813,"769,162,907,459,588,402,695,507,733,830",260,135,800,0.6,1.0,HIGH,0.20844268798828125
2412,2406,"802,903,775,750,272,574",260,135,800,0.6,1.0,MEDIUM,0.18849515914916992
4827,4813,"677,490,973,718,144,306,20,276,888,927",260,135,800,0.6,0.9,HIGH,0.20943975448608398
993,992,4,260,135,800,0.6,0.9,LOW,0.12366962432861328
2403,2399,"717,210,341,732,638",260,135,800,0.6,0.9,MEDIUM,0.20345592498779297
999,997,565,260,135,800,0.6,0.8,LOW,0.14379429817199707
4830,4813,"97,322,483,868,59,968,843,283,974,431,561,818,763",260,135,800,0.6,0.8,HIGH,0.19966602325439453
2412,2403,"130,922,840,907,364,954,731",260,135,800,0.6,0.8,MEDIUM,0.175767183303833
999,998,733,260,135,800,0.6,0.7,LOW,0.12789559364318848
4827,4813,"98,229,614,330,106,943,272,562,563,212,151,409",260,135,800,0.6,0.7,HIGH,0.18779683113098145
2412,2406,"604,173,742,623",260,135,800,0.6,0.7,MEDIUM,0.17784833908081055
4824,4814,"994,964,203,717,909,944,146,472,412",260,135,800,0.6,0.6,HIGH,0.19679832458496094
999,998,733,260,135,800,0.6,0.6,LOW,0.1567368507385254
2412,2404,"996,583,528,467,694,800",260,135,800,0.6,0.5,MEDIUM,0.14273643493652344
978,976,825,260,135,800,0.6,0.5,LOW,0.12572145462036133
2415,2407,"201,931,709,477",260,135,800,0.6,0.6,MEDIUM,0.19868922233581543
4827,4815,"161,323,324,774,766,107,554,845,590,560,561,408,190",260,135,800,0.6,0.5,HIGH,0.19069743156433105
4815,4807,"932,261,263,105,74,237,849,502,695,952,798",260,135,800,0.6,0.4,HIGH,0.20656871795654297
993,992,99,260,135,800,0.6,0.4,LOW,0.1407477855682373
2409,2402,"801,99,997,778,472,671",260,135,800,0.6,0.4,MEDIUM,0.16770720481872559
4812,4803,"452,38,456,554,75,205,403,474,381",260,135,800,0.6,0.3,HIGH,0.16877532005310059
972,972,247,260,135,800,0.6,0.3,LOW,0.15577483177185059
2418,2404,"1,930,485,102,809,428,595,723,694,505,576",260,135,800,0.6,0.3,MEDIUM,0.17578530311584473
4818,4806,"739,696,556,621,782,661,760,128,286,800",260,135,800,0.6,0.2,HIGH,0.1807878017425537
981,980,806,260,135,800,0.6,0.2,LOW,0.12393689155578613
2415,2407,"705,609,612,240,154,27",260,135,800,0.6,0.2,MEDIUM,0.1887977123260498
981,981,638,260,135,800,0.6,0.1,LOW,0.12282991409301758
4812,4805,"993,195,6,392,745,202,465,849,533,344,957,799",260,135,800,0.6,0.1,HIGH,0.1858210563659668
2409,2405,"962,425,43,748,398,312",260,135,800,0.6,0.1,MEDIUM,0.18970870971679688
4827,4815,"452,838,491,684,862,398,748,299,286,93,478",260,135,800,0.5,1.0,HIGH,0.18269824981689453
996,994,19,260,135,800,0.5,1.0,LOW,0.12972497940063477
2412,2407,"101,616,840,490,273,407",260,135,800,0.5,1.0,MEDIUM,0.19458246231079102
999,998,216,260,135,800,0.5,0.9,LOW,0.14489412307739258
4809,4800,"229,9,202,816,849,692,182,891",260,135,800,0.5,0.9,HIGH,0.1808483600616455
2403,2399,"227,103,840,302,724",260,135,800,0.5,0.9,MEDIUM,0.17985916137695312
999,997,565,260,135,800,0.5,0.8,LOW,0.1608600616455078
