profit,poids,Items selectionnes,Nombre generation,Nombre population,Nombre best,Probabilite crossover,Probabilite mutation,Type population initiale,Temps d'execution
1170,970,6476,350,150,9500,0.5,0.3,LOW,0.3031880855560303
1170,970,776,350,150,9000,0.5,0.3,LOW,0.3370976448059082
22425,15125,"5633,8575,5764,5381,3724,7311,2330,2203,30,3615,9760,2209,6266,6051,9763,9382,5803,556,685,7086,9902,7983,8880,5045,1461,2358,7990,953,187,3645,5183,4545,1473,9666,3653,2631,458,2124,9422,9935,3665,3537,6743,88,5463,6620,7263,122,2916,486,1766,6387,7924,7285,9590,3445,8954,1659,8190,7807",350,150,9500,0.5,0.3,MEDIUM,0.435833215713501
44304,31184,"6147,1032,8200,9745,4115,8213,7701,5665,1058,3623,2095,1081,9274,4667,1083,8768,9289,5706,8780,9815,9306,2660,8804,5736,4720,7285,7799,120,5245,7293,5762,1156,2695,7816,3728,665,4250,4252,6832,6833,6834,1204,9397,5824,8897,9410,8388,709,202,1752,5852,9952,739,7406,5889,7426,7429,7943,5895,4359,785,1299,4377,6938,4384,6950,302,2866,2869,2358,4920,7482,1342,5444,5445,6981,4425,2889,7503,5456,338,6492,5980,2398,9061,7019,2420,3446,1911,9590,381,4484,5001,3981,4498,1941,3479,1951,8609,4002,930,2981,5543,6571,2477,4526,4021,3510,7096,8128,9673,8139,9169,4050,5587,3029,4574,8160,8689,1526",350,150,9500,0.5,0.3,HIGH,0.4617643356323242
43992,31232,"8713,6156,4110,6164,536,3098,8221,5672,9793,8773,7238,74,8778,7760,85,6229,5211,4189,7262,3169,3685,6250,1131,3696,6256,5235,7284,8315,8316,7297,1671,6286,5778,5267,7826,4245,6803,3735,7839,1185,2724,6823,6828,4273,3768,3261,5827,8903,6859,203,3277,224,1777,6389,2297,9991,2314,267,7948,5912,6938,799,8485,8489,3894,7482,5954,1357,4431,1872,5464,1377,2917,1392,1905,3441,6518,9600,7044,3462,2441,8588,3473,915,9620,5523,7571,4507,9634,5541,9641,5042,5559,2999,7097,2514,3030,4582,488,3563,4590,5615,5111,2043,1020,7679,6144",350,150,9000,0.5,0.3,HIGH,0.47073864936828613
22113,15613,"6530,3587,4482,9477,6794,7562,7437,2063,6288,8595,5654,3864,7450,1179,5536,8866,4260,426,6314,6833,2995,1211,4668,3902,9407,3136,3777,1859,3913,5712,1234,340,2008,7134,351,4705,4323,4965,1125,9189,6245,1387,9964,1133,877,4338,243,3189,8952,6907,8190,8064",350,150,9000,0.5,0.3,MEDIUM,0.4857008457183838
44655,30995,"530,4626,3098,4653,1072,1584,2611,2612,3638,1591,9788,8257,6209,8771,7762,83,7771,4195,3173,9836,2671,6256,2161,6771,117,9345,135,5771,8336,7824,662,7319,671,2210,675,3754,3243,3756,2737,2238,704,6852,6855,7369,1738,7373,4307,5845,8923,3817,5359,5874,4340,6906,6396,9984,7936,8963,2824,2318,3860,5403,7964,5917,2334,797,4385,1333,6968,4409,5435,1349,3912,2381,7507,4437,9050,5979,4959,1405,6016,5508,3469,8592,4497,410,2461,2468,8102,3508,5045,440,3002,5563,4038,8137,457,460,3535,3538,5597,1508,9193,1004,1017",350,150,8500,0.5,0.3,HIGH,0.48470258712768555
1170,970,7964,350,150,8500,0.5,0.3,LOW,0.2652904987335205
22464,15584,"5123,9603,7427,3591,4487,1033,1803,5007,6802,4500,6042,4634,1309,4000,6947,7331,37,9130,1452,1455,8751,818,434,1846,825,8123,3519,7873,1603,6470,5063,4168,3531,4300,6093,2640,6995,213,726,8279,2390,1627,6748,1501,9435,9565,2911,2657,995,1382,8298,3692,751,7408,9202,4468,5236,9334,4855,5880,2551,3829",350,150,8500,0.5,0.3,MEDIUM,0.43184423446655273
1170,970,4995,350,150,8000,0.5,0.3,LOW,0.31316232681274414
