profit,poids,Items selectionnes,Nombre generation,Nombre population,Nombre best,Probabilite crossover,Probabilite mutation,Type population initiale,Temps d'execution
1170,970,423,260,135,800,1.0,0.9,LOW,0.25542187690734863
1170,970,914,260,135,800,1.0,1.0,LOW,0.27836036682128906
2535,1515,"353,261,766,331,428,557,666,606",260,135,800,1.0,0.9,MEDIUM,0.3381993770599365
4758,3158,"609,708,765,296,1000,681,904,812,654,880,532,948,701",260,135,800,1.0,1.0,HIGH,0.3511648178100586
2535,1435,"68,165,997,804,133,906,715,970,348,64",260,135,800,1.0,1.0,MEDIUM,0.35315942764282227
4875,3135,"897,580,197,934,203,461,591,848,500,821,342,278,724,249,443,312",260,135,800,1.0,0.9,HIGH,0.35515451431274414
4953,3173,"580,40,684,397,464,752,496,339,242,984,442,251,64,895,672",260,135,800,1.0,0.8,HIGH,0.3511650562286377
1170,970,661,260,135,800,1.0,0.8,LOW,0.23038411140441895
1170,970,257,260,135,800,1.0,0.7,LOW,0.19148778915405273
3003,1503,"712,297,40,911,15,335,79,948,852,794,735",260,135,800,1.0,0.8,MEDIUM,0.3011946678161621
4953,3093,"130,516,933,775,492,751,16,275,980,342,790,408,633,571,158",260,135,800,1.0,0.7,HIGH,0.27426671981811523
2535,1315,"545,900,966,171,333,660,725,727,343,540",260,135,800,1.0,0.7,MEDIUM,0.27526330947875977
4797,3137,"545,34,290,294,326,424,686,753,690,475,252,637,62",260,135,800,1.0,0.6,HIGH,0.3061809539794922
1170,970,81,260,135,800,1.0,0.6,LOW,0.18151450157165527
2730,1530,"97,580,552,970,203,299,881,660,184",260,135,800,1.0,0.6,MEDIUM,0.30518388748168945
1170,970,793,260,135,800,1.0,0.5,LOW,0.2195422649383545
5031,3131,"550,366,495,560,49,623,275,339,571,111,471,664,57,881,91,127,768",260,135,800,1.0,0.5,HIGH,0.3222675323486328
2418,1578,"197,750,559,464,433,857,632,313,987,668,189",260,135,800,1.0,0.5,MEDIUM,0.31336140632629395
4797,3137,"323,261,389,550,456,236,972,501,663,631,539,220,767,672",260,135,800,1.0,0.4,HIGH,0.30737757682800293
1170,970,854,260,135,800,1.0,0.4,LOW,0.23856163024902344
2613,1553,"289,706,741,360,270,851,277,182,541,446",260,135,800,1.0,0.4,MEDIUM,0.30837464332580566
5070,3070,"264,528,784,152,795,934,940,440,573,705,963,342,472,604,220,990,607,225,881",260,135,800,1.0,0.3,HIGH,0.3233349323272705
1170,970,131,260,135,800,1.0,0.3,LOW,0.24940252304077148
2886,1406,"962,229,361,208,784,86,663,152,601,510",260,135,800,1.0,0.3,MEDIUM,0.31223487854003906
1053,873,941,260,135,800,1.0,0.2,LOW,0.25037431716918945
4836,3156,"710,71,552,745,425,751,464,436,949,342,567,253,735",260,135,800,1.0,0.2,HIGH,0.3291640281677246
2613,1553,"388,966,360,784,84,182,60,829",260,135,800,1.0,0.2,MEDIUM,0.30821967124938965
4953,3013,"130,12,17,532,412,299,562,696,569,704,323,329,476,744,112,757,631,121,379",260,135,800,1.0,0.1,HIGH,0.34113192558288574
2769,1549,"962,229,934,168,12,365,558,913,981,789,317",260,135,800,1.0,0.1,MEDIUM,0.3072226047515869
1170,970,793,260,135,800,1.0,0.1,LOW,0.23940443992614746
1170,970,151,260,135,800,0.9,1.0,LOW,0.23935961723327637
4875,3095,"514,388,134,646,143,285,286,801,551,809,953,65,194,962,581,851,495,886,760,763",260,135,800,0.9,1.0,HIGH,0.32218265533447266
2730,1570,"778,459,442,555,400,634,434,887,920,826,922",260,135,800,0.9,1.0,MEDIUM,0.31615424156188965
1170,970,697,260,135,800,0.9,0.9,LOW,0.23038387298583984
5031,3051,"402,788,276,790,537,922,178,307,181,58,582,333,464,84,731,732,350,103,872",260,135,800,0.9,0.9,HIGH,0.3231360912322998
2886,1566,"546,292,165,362,171,462,273,371,340,469,952,187,925",260,135,800,0.9,0.9,MEDIUM,0.3171513080596924
4875,3175,"290,739,292,135,264,9,234,333,142,558,237,178,278,250,636,414,960",260,135,800,0.9,0.8,HIGH,0.33610033988952637
1170,970,724,260,135,800,0.9,0.8,LOW,0.2433490753173828
2808,1528,"579,970,299,110,339,662,855,88,729,896",260,135,800,0.9,0.8,MEDIUM,0.3142523765563965
1170,970,830,260,135,800,0.9,0.7,LOW,0.24643397331237793
