profit,poids,Items selectionnes,Nombre generation,Nombre population,Nombre best,Probabilite crossover,Probabilite mutation,Type population initiale,Temps d'execution
1170,970,854,345,150,950,0.5,0.3,LOW,0.38583827018737793
1170,970,805,345,150,900,0.5,0.3,LOW,0.4275631904602051
2769,1509,"97,868,517,430,462,16,309,726,919,668,671",345,150,950,0.5,0.3,MEDIUM,0.5135400295257568
5421,3121,"134,202,428,492,32,911,688,433,750,181,727,505,571,764,381,62,767,446",345,150,900,0.5,0.3,HIGH,0.5054121017456055
2535,1515,"545,281,611,514,264,425,269,921,283,191",345,150,900,0.5,0.3,MEDIUM,0.5492370128631592
4758,3158,"641,35,966,902,136,650,684,945,148,94,632,798,448",345,150,950,0.5,0.3,HIGH,0.5843510627746582
5421,3081,"137,778,911,400,529,660,409,538,414,545,558,208,465,468,725,91,611,506,253",345,150,850,0.5,0.3,HIGH,0.5429718494415283
1170,970,44,345,150,850,0.5,0.3,LOW,0.40098118782043457
2847,1587,"962,365,462,781,174,178,787,883,790,507",345,150,850,0.5,0.3,MEDIUM,0.5057010650634766
1170,970,854,345,150,800,0.5,0.3,LOW,0.4013350009918213
2691,1551,"706,517,155,754,216,89,283,188,94,923",345,150,800,0.5,0.3,MEDIUM,0.5001132488250732
4914,3034,"259,792,37,303,57,315,68,839,587,980,91,990,350,479,352,100,630,118,767",345,150,800,0.5,0.3,HIGH,0.537144660949707
2535,1515,"745,747,622,149,565,25,187,284,121",345,150,750,0.5,0.3,MEDIUM,0.5062696933746338
4836,3116,"739,165,678,234,650,622,847,814,371,959,342,55,794,826,763,478,767",345,150,750,0.5,0.3,HIGH,0.5411770343780518
1170,970,257,345,150,750,0.5,0.3,LOW,0.3931756019592285
1170,970,854,345,150,700,0.5,0.3,LOW,0.3659036159515381
5031,2971,"705,66,33,674,586,141,845,591,848,411,658,83,379,597,886,309,752,507",345,150,700,0.5,0.3,HIGH,0.527867317199707
2730,1570,"354,866,655,784,563,404,435,441",345,150,700,0.5,0.3,MEDIUM,0.5097997188568115
1170,970,830,345,150,650,0.5,0.3,LOW,0.38999128341674805
4953,3133,"196,646,71,103,170,428,750,303,339,117,635,441,826,91,60,190,160",345,150,650,0.5,0.3,HIGH,0.5296165943145752
2730,1530,"162,454,168,236,972,428,239,695,607,768",345,150,650,0.5,0.3,MEDIUM,0.4998159408569336
4875,3135,"737,802,451,580,770,840,607,715,974,17,276,597,825,252,191",345,150,600,0.5,0.3,HIGH,0.5321147441864014
1170,970,237,345,150,600,0.5,0.3,LOW,0.3734860420227051
2613,1553,"66,323,742,555,402,184",345,150,600,0.5,0.3,MEDIUM,0.4936211109161377
1170,970,257,345,150,550,0.5,0.3,LOW,0.37764620780944824
5187,3167,"261,582,647,967,9,458,428,80,401,561,755,789,919,152,409,91,158",345,150,550,0.5,0.3,HIGH,0.5225033760070801
2730,1530,"929,803,580,40,715,204,304,817,505,990",345,150,550,0.5,0.3,MEDIUM,0.501551628112793
5148,3108,"132,265,674,937,172,175,952,698,316,61,317,958,66,326,199,976,213,599,354,633",345,150,500,0.5,0.3,HIGH,0.5143978595733643
1170,970,237,345,150,500,0.5,0.3,LOW,0.37107372283935547
2691,1551,"293,326,840,333,786,851,980,278,695,701,927,576",345,150,500,0.5,0.3,MEDIUM,0.5406663417816162
1170,970,544,345,150,450,0.5,0.3,LOW,0.3797025680541992
4836,3076,"706,803,293,967,71,925,203,780,782,304,443,754,471,856,379,701",345,150,450,0.5,0.3,HIGH,0.5126252174377441
2652,1572,"36,422,807,680,12,304,211,660,764",345,150,450,0.5,0.3,MEDIUM,0.5106303691864014
4758,3038,"358,134,489,746,331,208,561,885,342,253,988,764,32",345,150,400,0.5,0.3,HIGH,0.5353834629058838
1170,970,356,345,150,400,0.5,0.3,LOW,0.38739776611328125
2496,1536,"449,66,164,292,390,106,619,362,142,790,727,856",345,150,400,0.5,0.3,MEDIUM,0.4837648868560791
1170,970,237,345,150,350,0.5,0.3,LOW,0.36438536643981934
5265,3045,"196,197,518,421,967,554,60,236,13,334,235,12,339,117,537,315,124,670",345,150,350,0.5,0.3,HIGH,0.5283255577087402
2652,1492,"577,133,965,488,458,512,495,726,695,283,288",345,150,350,0.5,0.3,MEDIUM,0.49118518829345703
6474,3154,"769,642,515,899,392,394,528,640,530,668,285,549,678,168,297,938,303,432,433,573,582,967,585,461,590,336,857,605,221,863,636,365,114,887,508,121,380,767,768",345,150,300,0.5,0.3,HIGH,7.611103057861328
6513,3173,"769,11,528,783,25,285,801,300,817,819,824,314,572,573,317,61,68,336,605,96,619,617,626,640,643,136,903,394,918,425,167,680,429,175,177,449,706,461,472,992,480,227,509,496",345,150,300,0.5,0.3,LOW,7.567163467407227
6474,3154,"514,642,903,528,925,801,678,807,680,561,565,572,580,966,972,847,849,856,729,986,605,992,741,623,626,500,630,887,758,763",345,150,300,0.5,0.3,MEDIUM,7.791563510894775
5187,3127,"645,397,15,281,284,162,932,680,812,824,441,56,456,89,731,500,249,123,512",345,140,950,0.5,0.3,HIGH,0.45977020263671875
2964,1564,"355,292,199,519,905,233,436,152,473,32,573,896",345,140,950,0.5,0.3,MEDIUM,0.3949439525604248
1170,970,387,345,140,950,0.5,0.3,LOW,0.33211207389831543
4914,3074,"577,450,548,810,619,428,492,718,112,240,601,60,701",345,140,900,0.5,0.3,HIGH,0.36801576614379883
2652,1292,"705,718,656,883,565,886,919,285,672",345,140,900,0.5,0.3,MEDIUM,0.36302876472473145
1170,970,359,345,140,900,0.5,0.3,LOW,0.3341064453125
4875,3095,"796,706,136,457,43,75,719,751,431,274,468,502,183,441,412,221,191",345,140,850,0.5,0.3,HIGH,0.40691137313842773
2808,1568,"577,259,68,427,45,175,113,658,883,401,118",345,140,850,0.5,0.3,MEDIUM,0.3839728832244873
1170,970,44,345,140,850,0.5,0.3,LOW,0.26329588890075684
5031,3091,"164,619,844,480,459,177,980,469,757,407,88,825,602,855,89,192",345,140,800,0.5,0.3,HIGH,0.40491652488708496
2496,1536,"98,162,552,970,845,176,338,243,281",345,140,800,0.5,0.3,MEDIUM,0.356048583984375
1170,970,854,345,140,800,0.5,0.3,LOW,0.29421377182006836
6474,3154,"769,2,642,647,394,270,278,921,801,678,167,297,300,559,303,817,50,433,177,436,61,197,198,74,715,459,204,719,472,729,216,97,235,496,380,631,248,249,636,767,640",345,150,250,0.5,0.3,HIGH,12.4877610206604
5109,3169,"902,265,783,401,146,538,161,38,40,300,436,189,829,71,587,729,864,739,619,364,114",345,140,750,0.5,0.3,HIGH,0.3839731216430664
6357,3177,"9,783,273,17,147,530,790,919,25,414,550,167,678,297,561,50,434,177,309,821,317,447,68,74,79,345,494,114,632,252",345,150,250,0.5,0.3,MEDIUM,12.523603916168213
1170,970,724,345,140,750,0.5,0.3,LOW,0.3291199207305908
