Item,Profit,Poids
8577,291,291
1874,582,582
9457,52,66
5907,104,132
3682,776,776
5486,679,679
3445,194,194
2344,485,485
9424,312,396
1476,194,194
6130,520,660
8239,776,776
7128,520,660
1152,156,198
9997,291,291
9778,416,528
6624,873,873
1690,520,660
402,208,264
7554,52,66
4996,873,873
7868,485,485
3905,485,485
6158,156,198
5785,520,660
8429,679,679
5012,468,594
3212,416,528
8644,873,873
7785,208,264
7261,582,582
1850,260,330
4813,97,97
3718,52,66
2482,776,776
1315,582,582
4888,485,485
4596,873,873
6666,208,264
6616,970,970
4568,679,679
7927,679,679
8519,260,330
3693,364,462
1279,388,388
2723,388,388
5511,312,396
2146,776,776
6312,970,970
9638,485,485
5326,194,194
6673,156,198
6187,970,970
8399,194,194
9078,194,194
2074,520,660
5271,194,194
6928,194,194
6393,312,396
9617,260,330
9495,52,66
6046,776,776
2457,582,582
4109,364,462
2682,97,97
1365,776,776
9986,520,660
7453,468,594
9224,873,873
3588,104,132
2981,104,132
7545,388,388
3458,970,970
9913,468,594
9187,970,970
4466,679,679
6994,194,194
7013,873,873
2244,364,462
4429,416,528
842,970,970
3658,520,660
8458,873,873
6343,97,97
3311,873,873
9425,679,679
1853,194,194
7342,970,970
6585,104,132
13,291,291
35,52,66
