Item,Profit,Poids
1902,520,660
4529,364,462
5634,468,594
2518,364,462
6919,208,264
6207,52,66
3920,364,462
6697,468,594
9329,208,264
7723,776,776
5729,970,970
2378,97,97
5580,312,396
5742,582,582
4893,364,462
1578,291,291
8337,364,462
216,260,330
3529,582,582
4490,970,970
351,104,132
4082,291,291
2403,520,660
6038,970,970
5586,260,330
3234,97,97
1054,679,679
5516,104,132
6342,364,462
1128,970,970
8074,194,194
2249,582,582
4092,364,462
1102,582,582
5608,52,66
8234,485,485
6307,312,396
3742,873,873
1613,208,264
718,679,679
6687,485,485
3453,679,679
7279,388,388
8313,520,660
556,679,679
3119,388,388
4629,312,396
1145,97,97
8371,468,594
4106,52,66
5425,208,264
6682,97,97
8112,582,582
3694,260,330
2979,485,485
5091,156,198
7110,468,594
9654,520,660
5375,312,396
9284,208,264
5451,104,132
3857,520,660
7630,485,485
2033,52,66
9868,156,198
8970,776,776
5849,156,198
9363,970,970
8123,679,679
5706,582,582
6260,970,970
6371,364,462
3406,104,132
2359,582,582
800,679,679
866,208,264
4533,388,388
5824,388,388
8529,364,462
2513,364,462
4071,364,462
431,468,594
742,582,582
3005,468,594
1847,194,194
9695,582,582
4019,194,194
5162,416,528
5441,388,388
3498,776,776
9367,156,198
2952,208,264
9376,679,679
3114,776,776
8356,52,66
3038,208,264
1715,679,679
5955,208,264
14,104,132
