Item,Profit,Poids
7643,194,194
4057,260,330
3288,364,462
9640,485,485
505,873,873
1212,104,132
4689,364,462
2967,873,873
5482,97,97
2847,291,291
7804,388,388
298,970,970
8505,416,528
7650,970,970
9600,970,970
1896,208,264
9337,485,485
9771,873,873
1498,97,97
6375,291,291
3045,468,594
2091,416,528
9620,388,388
8425,416,528
6884,156,198
841,364,462
1172,776,776
2245,679,679
5279,970,970
3539,776,776
8571,364,462
1675,485,485
7630,485,485
4973,582,582
21,776,776
4269,582,582
3374,104,132
9235,776,776
2598,104,132
7396,312,396
3042,679,679
5989,260,330
3486,260,330
3315,388,388
5163,364,462
7954,388,388
3772,104,132
2699,679,679
7936,679,679
5664,970,970
1158,156,198
7589,52,66
4189,97,97
7468,388,388
4327,582,582
6530,104,132
494,260,330
5136,679,679
9304,52,66
3038,208,264
9861,468,594
4962,520,660
1788,776,776
9663,970,970
261,520,660
4605,388,388
2089,104,132
3649,485,485
6607,873,873
4889,52,66
638,260,330
5284,260,330
1262,679,679
3629,208,264
2707,156,198
8836,388,388
459,582,582
5018,97,97
9171,582,582
6053,416,528
2358,388,388
1913,468,594
5402,208,264
5950,364,462
6402,156,198
9221,388,388
5677,52,66
8580,468,594
1411,520,660
3233,520,660
4850,291,291
7475,291,291
3302,970,970
2931,260,330
1016,52,66
4102,260,330
13,291,291
53,97,97
