Item,Profit,Poids
7283,52,66
5353,388,388
7509,104,132
9718,97,97
2039,97,97
144,485,485
106,364,462
5615,364,462
2373,291,291
8695,416,528
862,776,776
507,104,132
8950,312,396
8382,291,291
794,388,388
9526,776,776
3874,970,970
5187,208,264
5368,970,970
6755,194,194
3597,970,970
8053,776,776
5036,291,291
6597,104,132
7252,582,582
4461,260,330
5108,679,679
8435,776,776
2301,194,194
8576,679,679
8124,194,194
102,260,330
718,679,679
7887,416,528
8044,104,132
6044,208,264
9588,970,970
6913,194,194
2952,208,264
2108,260,330
2382,194,194
5866,873,873
7655,312,396
9048,260,330
64,520,660
8610,468,594
3339,52,66
9095,388,388
3625,582,582
202,97,97
4970,291,291
4066,104,132
1583,520,660
3649,485,485
2843,873,873
4363,104,132
4134,208,264
1309,208,264
3225,97,97
4855,520,660
187,291,291
9860,776,776
2603,364,462
9466,388,388
6763,679,679
5648,582,582
5600,485,485
3143,873,873
400,194,194
6958,520,660
3413,416,528
6177,156,198
9751,194,194
7408,156,198
471,679,679
1568,970,970
5613,970,970
3536,364,462
7369,388,388
138,156,198
8558,416,528
2976,485,485
6728,485,485
5643,416,528
7699,291,291
4727,156,198
509,485,485
6656,291,291
2486,468,594
6719,52,66
5479,679,679
763,970,970
1831,97,97
7967,970,970
3472,194,194
8483,970,970
9346,873,873
3,679,679
35,52,66
