Item,Profit,Poids
6848,873,873
5484,679,679
5218,679,679
8710,260,330
2555,776,776
2629,52,66
7552,416,528
2384,291,291
8513,679,679
2477,194,194
6581,312,396
9920,873,873
3796,52,66
6522,485,485
2102,582,582
534,776,776
4747,582,582
2494,156,198
2428,156,198
731,679,679
7562,679,679
4167,208,264
6249,291,291
6892,388,388
133,416,528
3965,260,330
5931,291,291
6989,194,194
8424,208,264
229,520,660
516,970,970
5830,582,582
9228,104,132
2148,485,485
9648,194,194
464,364,462
8686,468,594
4279,208,264
2082,364,462
2285,364,462
5234,679,679
3775,485,485
4380,312,396
378,97,97
7583,388,388
1056,970,970
3332,520,660
8470,582,582
7109,873,873
3617,208,264
5030,485,485
7979,388,388
6941,52,66
6255,582,582
4053,776,776
4065,208,264
1414,104,132
9081,208,264
2326,388,388
2106,468,594
3517,873,873
1074,208,264
9522,468,594
713,970,970
4592,970,970
2814,194,194
5166,156,198
4528,873,873
5994,679,679
6088,208,264
1283,291,291
5154,156,198
1447,468,594
434,364,462
7419,52,66
2607,520,660
3002,873,873
8725,970,970
2504,208,264
4415,388,388
1272,388,388
7790,416,528
4239,468,594
408,873,873
9802,156,198
6230,104,132
5697,291,291
1125,679,679
4989,776,776
319,873,873
5596,468,594
3,679,679
53,97,97
