Item,Profit,Poids
8827,208,264
2971,970,970
4302,260,330
5118,776,776
6073,970,970
2696,970,970
9454,194,194
2168,468,594
1129,260,330
2080,364,462
3547,679,679
9836,260,330
5283,260,330
8992,970,970
210,582,582
5093,52,66
5500,388,388
3427,104,132
8718,468,594
5533,679,679
4685,970,970
8770,388,388
4771,520,660
6452,312,396
7791,582,582
1141,52,66
2941,873,873
5008,679,679
8152,776,776
2503,260,330
9171,582,582
4268,260,330
9860,776,776
5122,776,776
4961,970,970
339,679,679
9439,582,582
1184,291,291
7150,104,132
8800,485,485
2100,104,132
8684,520,660
812,485,485
7332,776,776
6666,208,264
2546,104,132
5877,582,582
9394,873,873
5632,208,264
3890,776,776
2708,388,388
811,52,66
428,679,679
6910,468,594
8011,52,66
3374,104,132
6863,291,291
3230,873,873
4595,468,594
9715,291,291
9944,520,660
7439,260,330
8941,416,528
8150,194,194
3113,582,582
959,416,528
4812,776,776
7242,485,485
3025,468,594
7545,388,388
8059,208,264
2468,970,970
1540,485,485
7857,485,485
6911,194,194
1524,52,66
678,104,132
936,873,873
5241,970,970
3643,468,594
4727,156,198
6177,156,198
1830,364,462
8451,291,291
7493,388,388
7713,485,485
2039,97,97
3718,52,66
8243,873,873
1545,194,194
5312,416,528
13,291,291
53,97,97
