Item,Profit,Poids
2110,52,66
1040,291,291
1314,970,970
8273,416,528
3937,776,776
7623,873,873
5634,468,594
6293,104,132
9078,194,194
695,873,873
4763,970,970
7572,520,660
9439,582,582
6274,364,462
5591,582,582
3456,156,198
982,97,97
7718,520,660
1735,970,970
8695,416,528
6889,52,66
4086,208,264
5072,485,485
5238,194,194
1752,156,198
4403,156,198
82,291,291
4450,679,679
138,156,198
7114,416,528
4790,970,970
4405,776,776
3401,104,132
2787,104,132
8058,52,66
4849,260,330
9125,364,462
7747,208,264
9028,104,132
6536,364,462
9192,468,594
7746,388,388
2395,582,582
7570,52,66
4545,388,388
6302,312,396
28,485,485
9659,194,194
7104,364,462
3183,260,330
2428,156,198
3951,485,485
5753,970,970
840,97,97
9073,416,528
7252,582,582
8450,260,330
793,208,264
4293,291,291
5132,291,291
5064,416,528
6603,776,776
9505,156,198
3445,194,194
7045,260,330
6352,873,873
3326,970,970
9782,388,388
7303,208,264
9801,468,594
2275,194,194
7931,52,66
2732,970,970
2541,291,291
3965,260,330
9560,520,660
9296,156,198
5338,312,396
1834,873,873
3714,416,528
482,291,291
8807,194,194
9649,312,396
4051,52,66
4724,312,396
3783,520,660
7767,582,582
6652,194,194
8583,156,198
3734,520,660
4569,582,582
142,291,291
8118,468,594
2072,388,388
27,156,198
9916,260,330
1186,156,198
2013,582,582
7923,776,776
4126,388,388
1520,291,291
6134,156,198
7643,194,194
6954,194,194
10,260,330
7505,582,582
