Item,Profit,Poids
9223,291,291
6769,468,594
9758,520,660
8567,970,970
7374,776,776
1846,291,291
6636,208,264
9172,291,291
7306,156,198
126,104,132
7858,97,97
3797,485,485
8570,416,528
5644,776,776
7289,312,396
321,679,679
7681,364,462
4641,582,582
3254,873,873
3319,156,198
4911,208,264
1837,873,873
7314,194,194
7712,416,528
9991,873,873
96,104,132
2658,260,330
4576,388,388
3840,776,776
8178,364,462
8405,485,485
342,312,396
4497,156,198
9881,156,198
6003,97,97
328,260,330
270,873,873
7773,520,660
4329,104,132
48,485,485
4017,416,528
1726,485,485
8701,485,485
653,485,485
7486,260,330
6767,873,873
9988,312,396
8796,208,264
9333,582,582
5887,873,873
8790,156,198
477,416,528
5906,873,873
916,156,198
453,582,582
3539,776,776
4281,468,594
4400,364,462
6315,679,679
8992,970,970
5607,97,97
308,312,396
2032,520,660
5412,194,194
9837,364,462
4964,970,970
5278,582,582
1360,312,396
3228,776,776
9247,776,776
4313,520,660
2510,520,660
3879,582,582
7584,873,873
3166,776,776
1117,468,594
1962,388,388
203,485,485
3157,970,970
252,312,396
1313,468,594
1047,208,264
4126,388,388
2967,873,873
6824,970,970
361,679,679
2,194,194
53,97,97
