Item,Profit,Poids
8472,873,873
185,52,66
5709,291,291
6553,485,485
9317,104,132
6293,104,132
285,873,873
1025,468,594
8576,679,679
5383,364,462
6026,104,132
6834,52,66
9850,520,660
6795,485,485
7774,582,582
2018,970,970
3201,679,679
1237,194,194
7237,312,396
6511,364,462
5999,520,660
2863,156,198
5870,52,66
8817,520,660
1824,260,330
4637,776,776
6247,416,528
4745,364,462
5488,970,970
1905,156,198
4561,312,396
3480,873,873
1257,97,97
8594,679,679
7851,260,330
2896,388,388
7261,582,582
6867,291,291
6131,468,594
229,520,660
3668,388,388
2557,582,582
8983,364,462
2277,582,582
6590,970,970
8325,485,485
5480,156,198
9201,582,582
1643,388,388
3848,873,873
2753,208,264
9595,776,776
3095,873,873
5664,970,970
261,520,660
5199,388,388
280,208,264
7993,468,594
3418,97,97
1252,156,198
5502,468,594
943,97,97
4900,388,388
4760,291,291
9599,104,132
8138,364,462
8864,485,485
3455,679,679
9216,485,485
2350,416,528
4426,52,66
4008,776,776
3596,97,97
1788,776,776
9455,485,485
4107,194,194
1670,388,388
4631,970,970
1922,485,485
3087,520,660
9793,416,528
3310,485,485
9952,364,462
2375,485,485
2272,582,582
1728,970,970
3160,104,132
1033,104,132
239,582,582
9253,97,97
2081,97,97
664,416,528
6669,312,396
5299,485,485
1,582,582
