Item,Profit,Poids
2781,291,291
5138,156,198
1941,679,679
8325,485,485
9421,194,194
780,364,462
4402,388,388
8664,312,396
1957,208,264
3726,208,264
5388,468,594
1233,97,97
8881,970,970
9520,156,198
9409,468,594
9730,776,776
2416,679,679
8393,679,679
4839,291,291
1071,679,679
6782,364,462
8622,364,462
9090,416,528
7782,97,97
9116,468,594
5610,873,873
3184,582,582
8975,97,97
1791,468,594
2118,416,528
6621,485,485
6204,312,396
185,52,66
8530,520,660
1200,156,198
8835,364,462
6101,291,291
522,364,462
3496,291,291
3669,260,330
3067,291,291
5571,260,330
1603,388,388
9973,260,330
202,97,97
4803,260,330
2415,156,198
4284,156,198
1667,520,660
1928,388,388
2090,312,396
2008,364,462
2502,416,528
421,312,396
9071,291,291
5010,776,776
5609,208,264
6968,364,462
9486,291,291
2358,388,388
9014,485,485
8054,582,582
8512,260,330
9690,679,679
3606,52,66
6672,312,396
7857,485,485
8879,194,194
2764,873,873
1812,468,594
388,97,97
2378,97,97
5408,873,873
6404,776,776
9293,291,291
7682,970,970
412,312,396
1235,582,582
7442,873,873
1256,104,132
1226,208,264
340,208,264
9100,156,198
3413,416,528
7046,776,776
743,873,873
8497,388,388
5758,970,970
2570,485,485
807,312,396
5065,97,97
1886,388,388
5160,582,582
2194,582,582
2488,52,66
5737,364,462
7537,776,776
9244,208,264
9809,364,462
7344,416,528
1113,260,330
12,388,388
53,97,97
75,97,97
