Item,Profit,Poids
626,776,776
7334,468,594
271,364,462
5501,485,485
7023,520,660
7939,679,679
3769,485,485
9417,291,291
7726,208,264
5484,679,679
9689,582,582
9157,485,485
6488,416,528
6451,776,776
8410,97,97
1588,291,291
9676,52,66
3832,485,485
9677,291,291
1844,873,873
1402,970,970
9320,873,873
7640,97,97
5599,485,485
7049,208,264
3885,208,264
822,291,291
1409,416,528
95,873,873
4573,97,97
4655,291,291
1601,468,594
8760,679,679
4950,970,970
7797,388,388
4242,679,679
2782,156,198
4264,194,194
5890,582,582
8996,776,776
7584,873,873
7116,194,194
4377,485,485
4305,873,873
8559,468,594
330,156,198
5611,364,462
3227,52,66
4400,364,462
7814,468,594
2578,388,388
5364,388,388
496,679,679
250,970,970
1849,679,679
5495,312,396
7119,104,132
5427,156,198
4856,388,388
5581,388,388
8519,260,330
8561,582,582
105,97,97
7971,364,462
5261,485,485
4247,679,679
918,312,396
6418,873,873
5310,291,291
5293,156,198
8937,208,264
3412,679,679
6023,52,66
9710,416,528
3680,291,291
7867,156,198
1871,679,679
4721,776,776
3137,52,66
8166,312,396
4835,364,462
8098,208,264
9584,485,485
2606,582,582
8859,194,194
8084,582,582
2925,679,679
9193,582,582
4340,388,388
6323,388,388
1127,52,66
9213,388,388
1922,485,485
9954,416,528
6283,520,660
4916,291,291
1981,194,194
14,104,132
53,97,97
