Item,Profit,Poids
3569,485,485
3223,776,776
3751,291,291
7711,582,582
7922,468,594
7458,388,388
9382,970,970
5653,776,776
1672,679,679
5570,970,970
4440,156,198
9323,776,776
5885,156,198
4212,312,396
8487,416,528
1419,520,660
5487,776,776
7978,582,582
1424,312,396
9721,416,528
4421,260,330
6288,388,388
8498,194,194
5509,582,582
9938,679,679
1000,208,264
9496,312,396
7734,970,970
8432,364,462
1777,970,970
8435,776,776
9600,970,970
1800,416,528
3039,364,462
892,679,679
5670,97,97
6942,520,660
8399,194,194
1278,485,485
2635,388,388
8776,582,582
7394,468,594
127,156,198
1845,873,873
7129,970,970
2532,260,330
9796,194,194
9,364,462
9597,194,194
7192,260,330
4562,104,132
6174,97,97
5020,520,660
596,97,97
8415,52,66
1415,52,66
5474,312,396
9843,97,97
3952,416,528
5692,776,776
7694,291,291
1758,291,291
2757,260,330
7436,156,198
5851,970,970
8438,582,582
4217,52,66
6844,468,594
9115,312,396
734,52,66
2623,194,194
273,873,873
896,260,330
6747,52,66
1507,416,528
8704,260,330
8785,485,485
2191,291,291
372,416,528
663,873,873
768,679,679
5775,291,291
5554,291,291
2318,260,330
920,388,388
4302,260,330
7977,388,388
3579,873,873
5834,776,776
4145,388,388
8536,776,776
3068,776,776
3888,873,873
