Item,Profit,Poids
8260,582,582
4160,104,132
6963,416,528
3857,520,660
7469,970,970
119,194,194
2356,520,660
8198,416,528
5422,970,970
4413,364,462
239,582,582
1666,208,264
9637,364,462
972,520,660
8156,312,396
5839,291,291
9285,970,970
6806,873,873
6870,291,291
1341,97,97
766,679,679
2987,388,388
5423,104,132
3453,679,679
3183,260,330
6374,970,970
3316,208,264
6585,104,132
3147,582,582
8365,312,396
1187,388,388
428,679,679
7513,194,194
3591,97,97
7125,156,198
8683,97,97
2357,679,679
4819,679,679
3940,156,198
7004,582,582
5527,291,291
2304,873,873
3812,873,873
4114,97,97
2974,97,97
5919,582,582
624,416,528
319,873,873
9473,291,291
2036,485,485
3805,679,679
1257,97,97
1943,388,388
437,970,970
877,208,264
1450,156,198
8842,873,873
3110,520,660
2394,104,132
1788,776,776
9808,52,66
4586,260,330
1157,97,97
392,97,97
3957,364,462
53,97,97
9810,194,194
2110,52,66
6290,776,776
642,582,582
7425,97,97
9989,873,873
7387,582,582
6793,208,264
7352,156,198
3455,679,679
5146,679,679
1837,873,873
4360,582,582
9545,388,388
6846,468,594
2777,520,660
3178,873,873
2759,312,396
8465,291,291
7661,208,264
6049,416,528
9904,364,462
9946,468,594
518,312,396
5727,485,485
5373,52,66
931,485,485
6339,388,388
1942,291,291
4004,520,660
6614,520,660
75,97,97
