Item,Profit,Poids
5620,156,198
433,776,776
3244,776,776
5358,416,528
2657,52,66
6701,52,66
2885,260,330
9407,312,396
6232,208,264
8344,260,330
887,388,388
1951,97,97
9643,388,388
9130,312,396
3016,416,528
8701,485,485
2944,776,776
1050,97,97
4977,970,970
2351,291,291
7464,156,198
9143,291,291
8614,582,582
9800,970,970
9656,156,198
9348,873,873
5691,485,485
6553,485,485
9941,156,198
138,156,198
9496,312,396
2495,260,330
708,97,97
8436,208,264
6697,468,594
8923,388,388
2808,679,679
8357,582,582
4796,873,873
1994,388,388
5882,291,291
4797,485,485
8539,208,264
8642,312,396
7163,679,679
564,364,462
8474,52,66
5466,873,873
5365,260,330
9979,582,582
3788,97,97
9397,679,679
3531,97,97
3936,104,132
5632,208,264
9698,873,873
2349,468,594
6100,520,660
4373,485,485
9227,582,582
6325,291,291
577,970,970
8464,260,330
7977,388,388
6783,156,198
10,260,330
8983,364,462
2861,776,776
9203,485,485
3316,208,264
2168,468,594
5075,156,198
8559,468,594
5537,97,97
4080,156,198
7236,485,485
9333,582,582
152,312,396
1035,97,97
8364,104,132
8601,416,528
7495,52,66
1919,970,970
4645,485,485
4241,485,485
7072,776,776
2354,97,97
3905,485,485
6688,104,132
6889,52,66
7223,364,462
4284,156,198
7342,970,970
797,388,388
8910,582,582
8677,312,396
2998,208,264
6666,208,264
4781,679,679
9293,291,291
1134,364,462
9278,520,660
6263,194,194
1838,776,776
12,388,388
35,52,66
