Item,Profit,Poids
8058,52,66
6713,104,132
535,208,264
3377,468,594
814,873,873
4024,416,528
9669,291,291
7409,312,396
3203,776,776
3063,52,66
7648,260,330
8116,208,264
3024,388,388
3241,97,97
1334,776,776
7750,873,873
5624,52,66
8878,208,264
5190,208,264
7220,388,388
1528,388,388
7269,776,776
949,388,388
2247,194,194
403,582,582
7420,291,291
859,776,776
5963,416,528
3449,97,97
4028,468,594
3089,388,388
9533,364,462
5951,520,660
9585,582,582
2099,776,776
7737,97,97
4864,873,873
8536,776,776
7897,776,776
2560,776,776
8496,364,462
1184,291,291
1277,364,462
2969,388,388
5324,364,462
5841,97,97
6202,312,396
9315,485,485
2801,776,776
5705,970,970
2464,388,388
271,364,462
555,104,132
1009,104,132
9094,416,528
4292,776,776
5002,485,485
2928,208,264
6066,97,97
4748,312,396
2435,208,264
3027,970,970
5992,582,582
5692,776,776
229,520,660
2912,52,66
3408,52,66
8835,364,462
7103,873,873
121,260,330
6239,104,132
3665,312,396
482,291,291
6726,582,582
886,194,194
9910,970,970
1283,291,291
8550,194,194
1523,485,485
7573,291,291
947,520,660
4026,970,970
9065,104,132
5690,485,485
4215,970,970
1571,208,264
7518,52,66
1051,468,594
6625,582,582
1954,416,528
7370,873,873
3899,194,194
1592,776,776
5145,291,291
5247,194,194
9503,468,594
3940,156,198
6434,260,330
3601,260,330
13,291,291
