Item,Profit,Poids
9832,156,198
9091,776,776
8583,156,198
8891,520,660
6144,679,679
8266,208,264
9343,582,582
597,582,582
8421,97,97
5721,873,873
5197,485,485
6659,679,679
9987,679,679
824,520,660
8237,260,330
8411,208,264
3809,520,660
3246,485,485
7165,582,582
9169,104,132
377,52,66
5149,291,291
7653,582,582
2944,776,776
8717,679,679
5560,208,264
5478,291,291
545,776,776
4484,291,291
247,97,97
4234,208,264
1476,194,194
1446,485,485
7041,364,462
527,679,679
533,520,660
118,312,396
6616,970,970
3279,260,330
1499,468,594
910,260,330
9725,776,776
6981,104,132
7025,873,873
9001,416,528
6693,873,873
3819,194,194
9573,416,528
310,776,776
3291,97,97
8560,873,873
6940,776,776
4809,873,873
6201,970,970
2147,679,679
6742,156,198
3886,312,396
9453,416,528
3011,156,198
8815,388,388
3983,260,330
1674,873,873
9551,388,388
3963,312,396
681,156,198
4268,260,330
7019,970,970
1868,776,776
8902,582,582
9689,582,582
2374,52,66
1782,291,291
4946,291,291
9792,194,194
5711,104,132
3306,364,462
9373,364,462
5381,260,330
4214,388,388
4243,156,198
4687,388,388
2869,873,873
1025,468,594
7972,776,776
2706,873,873
9237,388,388
8714,97,97
1561,970,970
8590,970,970
7717,873,873
4905,52,66
