Item,Profit,Poids
2712,416,528
2987,388,388
2503,260,330
2581,260,330
5438,873,873
1972,582,582
2464,388,388
6283,520,660
4255,364,462
1542,52,66
6831,873,873
1167,468,594
8508,364,462
1566,468,594
1539,679,679
3276,208,264
270,873,873
1525,260,330
6866,312,396
8831,260,330
1905,156,198
8279,208,264
9630,679,679
4359,582,582
1614,416,528
7617,97,97
2640,970,970
9515,312,396
1397,97,97
2461,679,679
1042,194,194
4817,156,198
8180,156,198
9883,416,528
1688,485,485
191,104,132
1443,970,970
2904,156,198
8273,416,528
2291,776,776
2677,679,679
1368,260,330
3879,582,582
9640,485,485
1453,312,396
6711,873,873
6590,970,970
624,416,528
6647,312,396
6567,194,194
6586,208,264
1555,873,873
3353,873,873
6505,194,194
8580,468,594
340,208,264
7581,312,396
385,485,485
4262,416,528
5553,388,388
4127,291,291
346,208,264
833,679,679
4641,582,582
7764,208,264
2799,873,873
2031,679,679
7432,388,388
8159,582,582
1700,364,462
2326,388,388
9918,679,679
2970,679,679
8395,291,291
4059,416,528
1559,260,330
9482,970,970
5140,208,264
2511,364,462
5757,312,396
4834,485,485
286,104,132
2755,364,462
2681,156,198
793,208,264
3895,873,873
9461,194,194
9089,260,330
4483,208,264
8166,312,396
1191,97,97
8300,156,198
5626,260,330
4003,485,485
3647,485,485
9094,416,528
13,291,291
35,52,66
