Item,Profit,Poids
8915,416,528
2432,970,970
5140,208,264
5197,485,485
2889,416,528
8051,873,873
9115,312,396
1699,485,485
9826,873,873
162,388,388
6160,416,528
8355,416,528
1403,970,970
6836,104,132
7356,52,66
3205,260,330
7859,194,194
8486,208,264
5058,582,582
9874,416,528
6843,776,776
6959,194,194
6380,52,66
5117,291,291
8151,312,396
1370,970,970
9759,388,388
6965,970,970
9022,485,485
6455,485,485
242,873,873
5694,52,66
2978,291,291
9979,582,582
1892,194,194
3187,194,194
2750,388,388
3271,104,132
3703,291,291
4618,416,528
7357,520,660
7040,194,194
5734,104,132
2405,416,528
9809,364,462
359,194,194
4837,52,66
5475,679,679
7285,364,462
9382,970,970
2108,260,330
7255,364,462
3210,582,582
6328,468,594
4516,468,594
5956,582,582
3630,679,679
2805,485,485
8449,312,396
9833,312,396
8451,291,291
9202,416,528
8656,970,970
5527,291,291
6180,416,528
9414,582,582
2002,776,776
4684,776,776
170,776,776
4657,970,970
9549,416,528
5418,291,291
5988,582,582
4703,208,264
2864,485,485
7308,52,66
3081,312,396
9505,156,198
1007,388,388
1226,208,264
4548,104,132
1207,388,388
7139,468,594
3722,52,66
1482,291,291
9747,52,66
2555,776,776
369,194,194
3310,485,485
2566,776,776
990,156,198
7062,156,198
183,156,198
824,520,660
8471,208,264
7532,485,485
7945,520,660
4509,291,291
4477,312,396
14,104,132
