Item,Profit,Poids
7208,416,528
3746,388,388
7659,208,264
413,582,582
2985,260,330
9896,52,66
2692,485,485
2099,776,776
8511,416,528
2673,485,485
569,388,388
800,679,679
3242,416,528
128,312,396
7109,873,873
6903,52,66
6623,260,330
7866,194,194
4682,485,485
8273,416,528
6445,388,388
3965,260,330
1398,208,264
7015,291,291
5532,468,594
3976,970,970
1410,416,528
4776,582,582
163,194,194
94,873,873
1670,388,388
5748,194,194
8500,776,776
6760,520,660
1632,520,660
5279,970,970
5785,520,660
2527,582,582
9457,52,66
3754,873,873
5549,97,97
4189,97,97
1335,776,776
2770,582,582
6236,468,594
4875,873,873
8129,416,528
5821,582,582
4213,156,198
7408,156,198
3293,52,66
7342,970,970
4413,364,462
5137,291,291
2736,208,264
9510,364,462
8725,970,970
8499,194,194
7567,582,582
1022,97,97
4731,208,264
3190,388,388
7755,776,776
6452,312,396
3288,364,462
5133,520,660
6066,97,97
5592,104,132
2503,260,330
3788,97,97
5727,485,485
1140,970,970
7575,312,396
2866,970,970
2151,260,330
4206,156,198
7351,194,194
4562,104,132
8030,104,132
9941,156,198
6607,873,873
1181,970,970
2920,156,198
8552,52,66
3435,776,776
5274,873,873
4156,291,291
5535,582,582
549,582,582
9902,52,66
5179,416,528
6243,312,396
4093,388,388
380,208,264
1951,97,97
7722,416,528
303,208,264
6859,873,873
8,208,264
