Item,Profit,Poids
3763,291,291
2471,291,291
9259,312,396
598,291,291
6812,776,776
7872,520,660
8574,97,97
4857,388,388
2436,416,528
275,873,873
6672,312,396
9237,388,388
6372,388,388
9984,364,462
5130,582,582
2560,776,776
8212,873,873
5699,260,330
5384,970,970
6102,970,970
5802,208,264
8176,208,264
6446,873,873
6355,364,462
5752,104,132
8078,679,679
6885,312,396
5098,97,97
9307,52,66
5533,679,679
6120,679,679
5429,97,97
2548,485,485
8759,679,679
9975,485,485
8399,194,194
6031,208,264
376,312,396
8986,468,594
4354,291,291
7598,312,396
3953,194,194
3696,52,66
3255,970,970
6786,970,970
1630,416,528
4464,582,582
1459,97,97
5838,520,660
1619,312,396
3161,970,970
4621,291,291
3397,582,582
5271,194,194
4885,291,291
5630,416,528
6969,260,330
9670,970,970
3029,520,660
9214,104,132
1472,970,970
923,104,132
450,679,679
2901,468,594
772,970,970
6917,416,528
1110,582,582
4313,520,660
5866,873,873
1717,156,198
1927,970,970
5153,156,198
4495,388,388
6606,156,198
628,582,582
8545,156,198
1189,873,873
2314,388,388
7709,388,388
8227,97,97
9020,208,264
4631,970,970
5572,312,396
1349,970,970
4582,97,97
7305,97,97
3875,468,594
1579,97,97
1883,208,264
8980,970,970
9132,104,132
907,156,198
3566,485,485
2611,312,396
53,97,97
