Item,Profit,Poids
1039,485,485
3406,104,132
409,52,66
8420,52,66
7548,97,97
5849,156,198
315,485,485
667,388,388
5505,194,194
9339,52,66
4502,776,776
9414,582,582
7771,873,873
6428,208,264
8453,485,485
3860,156,198
2414,156,198
4396,416,528
3796,52,66
7668,679,679
5341,260,330
7724,208,264
3334,97,97
9893,582,582
1514,582,582
9932,52,66
4779,97,97
8340,156,198
5900,468,594
4646,388,388
1559,260,330
2775,312,396
5646,520,660
6182,260,330
5230,582,582
4531,208,264
8634,260,330
7519,208,264
2708,388,388
1315,582,582
8200,52,66
6530,104,132
5425,208,264
9225,312,396
9361,776,776
3286,468,594
6987,364,462
1748,364,462
1298,468,594
2626,291,291
2545,97,97
4129,485,485
3470,679,679
813,364,462
465,388,388
537,582,582
7847,97,97
8577,291,291
1105,873,873
2540,485,485
6211,156,198
7066,582,582
3106,970,970
2895,416,528
6791,364,462
1445,776,776
3819,194,194
8000,104,132
9242,582,582
7312,260,330
575,388,388
7505,582,582
2469,388,388
5066,388,388
9488,582,582
9751,194,194
8555,485,485
9826,873,873
326,582,582
3805,679,679
916,156,198
3185,208,264
6668,970,970
2320,520,660
3807,364,462
4359,582,582
9586,776,776
2232,679,679
2013,582,582
1196,679,679
5531,468,594
5023,388,388
5403,388,388
1891,388,388
1305,104,132
2869,873,873
4368,52,66
4021,582,582
7906,582,582
7572,520,660
6699,364,462
4370,582,582
6557,97,97
3836,873,873
35,52,66
