Item,Profit,Poids
3469,291,291
3203,776,776
5182,97,97
9526,776,776
3943,468,594
1429,520,660
1249,776,776
3938,468,594
8963,416,528
5992,582,582
2292,194,194
1013,776,776
3149,97,97
4020,194,194
2350,416,528
3008,312,396
9364,416,528
5465,208,264
7755,776,776
7010,776,776
592,97,97
5635,416,528
5274,873,873
8297,873,873
9182,582,582
5158,291,291
3011,156,198
2471,291,291
1818,364,462
3421,520,660
2610,194,194
1078,388,388
1926,776,776
298,970,970
6681,312,396
2645,679,679
1789,776,776
5560,208,264
5122,776,776
8426,260,330
1889,970,970
5809,873,873
629,388,388
5934,364,462
2260,388,388
2076,312,396
1392,485,485
8606,364,462
4943,485,485
8933,582,582
6178,970,970
867,970,970
9596,468,594
2060,873,873
5150,364,462
1562,582,582
1672,679,679
4141,416,528
3452,208,264
6866,312,396
8057,388,388
3550,260,330
9662,970,970
2652,873,873
4213,156,198
6470,97,97
2713,873,873
9276,364,462
7756,97,97
9998,416,528
4323,873,873
4258,416,528
4089,291,291
2839,520,660
3861,260,330
619,208,264
7548,97,97
7682,970,970
8314,208,264
2046,873,873
5259,52,66
6340,364,462
2651,468,594
8996,776,776
2244,364,462
2,194,194
53,97,97
75,97,97
