Item,Profit,Poids
1024,582,582
6823,260,330
7158,156,198
8253,312,396
8553,582,582
1601,468,594
6340,364,462
3427,104,132
4482,970,970
2308,104,132
1680,97,97
5856,156,198
1251,582,582
3547,679,679
2165,312,396
871,873,873
239,582,582
3141,194,194
9858,104,132
7111,97,97
8896,520,660
5556,97,97
2496,364,462
7193,520,660
7573,291,291
9526,776,776
2692,485,485
4479,679,679
8204,312,396
3089,388,388
691,776,776
4115,873,873
9194,208,264
851,873,873
23,468,594
3555,873,873
9111,364,462
3336,312,396
96,104,132
6442,468,594
8752,312,396
9889,388,388
3386,970,970
4855,520,660
8315,520,660
7489,582,582
3366,388,388
4242,679,679
3055,97,97
5991,582,582
6651,388,388
5193,485,485
8667,312,396
3822,364,462
5868,364,462
6022,582,582
564,364,462
5780,873,873
346,208,264
5241,970,970
1726,485,485
1811,679,679
5524,312,396
6789,194,194
8764,194,194
9020,208,264
3786,312,396
9874,416,528
5443,468,594
7860,776,776
8817,520,660
4392,776,776
3943,468,594
800,679,679
7366,260,330
7321,194,194
9811,776,776
9175,156,198
1724,679,679
787,97,97
1446,485,485
4464,582,582
2630,194,194
2168,468,594
4886,260,330
162,388,388
8713,776,776
7924,208,264
1097,679,679
207,156,198
2153,776,776
2996,104,132
5534,416,528
