Item,Profit,Poids
7716,388,388
9199,873,873
7576,208,264
856,388,388
2309,208,264
1788,776,776
2701,416,528
5593,485,485
8389,291,291
7617,97,97
5725,260,330
8405,485,485
3613,485,485
2502,416,528
1831,97,97
4913,364,462
3318,485,485
8037,291,291
6348,156,198
9033,873,873
7449,776,776
7392,485,485
8806,970,970
443,388,388
6549,312,396
5349,970,970
1363,260,330
7928,260,330
2205,970,970
3448,156,198
6653,388,388
6410,291,291
6017,776,776
5255,388,388
1586,520,660
8826,52,66
730,520,660
3567,312,396
1594,291,291
4034,388,388
1209,97,97
6347,776,776
6265,873,873
9192,468,594
564,364,462
1338,582,582
8162,194,194
3118,208,264
7878,52,66
8677,312,396
6296,312,396
8547,970,970
1345,416,528
1064,97,97
6276,208,264
2074,520,660
1415,52,66
8617,388,388
932,364,462
9249,194,194
1536,468,594
9707,104,132
2526,52,66
5618,388,388
4802,291,291
7112,582,582
4582,97,97
7959,312,396
563,194,194
6881,194,194
4306,104,132
5036,291,291
2078,970,970
5201,156,198
3414,291,291
964,582,582
115,416,528
2171,291,291
385,485,485
7703,194,194
6641,156,198
227,388,388
4067,156,198
2441,485,485
8893,104,132
6987,364,462
6268,208,264
6196,208,264
6690,388,388
5649,776,776
1235,582,582
4046,208,264
9536,388,388
1797,364,462
3009,776,776
7406,776,776
29,416,528
6912,520,660
9456,468,594
4048,468,594
4550,194,194
969,485,485
9935,485,485
7514,312,396
5968,208,264
2,194,194
